Stored fact information:
AssociateProfessor(ID0) => Min Interval: 37, Max Interval: 41
AssociateProfessor(ID8976) => Min Interval: 18, Max Interval: 45
AssociateProfessor(ID8977) => Min Interval: 28, Max Interval: 47
AssociateProfessor(ID8978) => Min Interval: 23, Max Interval: 42
AssociateProfessor(ID8979) => Min Interval: 41, Max Interval: 49
AssociateProfessor(ID8980) => Min Interval: 29, Max Interval: 31
AssociateProfessor(ID8983) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID8987) => Min Interval: 23, Max Interval: 44
AssociateProfessor(ID8990) => Min Interval: 7, Max Interval: 36
AssociateProfessor(ID8995) => Min Interval: 27, Max Interval: 36
AssociateProfessor(ID8997) => Min Interval: 22, Max Interval: 50
AssociateProfessor(ID9001) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID9002) => Min Interval: 12, Max Interval: 45
AssociateProfessor(ID9003) => Min Interval: 23, Max Interval: 46
AssociateProfessor(ID9005) => Min Interval: 22, Max Interval: 41
AssociateProfessor(ID9007) => Min Interval: 21, Max Interval: 40
AssociateProfessor(ID9013) => Min Interval: 10, Max Interval: 48
AssociateProfessor(ID9015) => Min Interval: 12, Max Interval: 52
AssociateProfessor(ID9016) => Min Interval: 22, Max Interval: 31
AssociateProfessor(ID9018) => Min Interval: 31, Max Interval: 37
AssociateProfessor(ID9020) => Min Interval: 17, Max Interval: 45
AssociateProfessor(ID9022) => Min Interval: 18, Max Interval: 46
AssociateProfessor(ID9024) => Min Interval: 41, Max Interval: 43
AssociateProfessor(ID9026) => Min Interval: 38, Max Interval: 50
AssociateProfessor(ID9030) => Min Interval: 17, Max Interval: 35
AssociateProfessor(ID9031) => Min Interval: 8, Max Interval: 48
AssociateProfessor(ID9033) => Min Interval: 17, Max Interval: 45
AssociateProfessor(ID9034) => Min Interval: 19, Max Interval: 42
AssociateProfessor(ID9036) => Min Interval: 29, Max Interval: 30
AssociateProfessor(ID9042) => Min Interval: 24, Max Interval: 47
AssociateProfessor(ID9043) => Min Interval: 6, Max Interval: 47
AssociateProfessor(ID9044) => Min Interval: 19, Max Interval: 43
AssociateProfessor(ID9046) => Min Interval: 18, Max Interval: 38
AssociateProfessor(ID9049) => Min Interval: 8, Max Interval: 47
AssociateProfessor(ID9050) => Min Interval: 18, Max Interval: 42
AssociateProfessor(ID9051) => Min Interval: 24, Max Interval: 36
AssociateProfessor(ID9053) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID9056) => Min Interval: 10, Max Interval: 53
AssociateProfessor(ID9059) => Min Interval: 11, Max Interval: 51
AssociateProfessor(ID9061) => Min Interval: 33, Max Interval: 49
AssociateProfessor(ID9064) => Min Interval: 23, Max Interval: 51
AssociateProfessor(ID9065) => Min Interval: 22, Max Interval: 55
AssociateProfessor(ID9066) => Min Interval: 30, Max Interval: 48
AssociateProfessor(ID9069) => Min Interval: 15, Max Interval: 33
AssociateProfessor(ID9070) => Min Interval: 10, Max Interval: 43
AssociateProfessor(ID9072) => Min Interval: 17, Max Interval: 51
AssociateProfessor(ID9074) => Min Interval: 23, Max Interval: 40
AssociateProfessor(ID9075) => Min Interval: 22, Max Interval: 42
AssociateProfessor(ID9076) => Min Interval: 34, Max Interval: 49
AssociateProfessor(ID9079) => Min Interval: 32, Max Interval: 45
AssociateProfessor(ID9082) => Min Interval: 22, Max Interval: 48
AssociateProfessor(ID9083) => Min Interval: 29, Max Interval: 45
AssociateProfessor(ID9086) => Min Interval: 12, Max Interval: 53
AssociateProfessor(ID9087) => Min Interval: 35, Max Interval: 51
AssociateProfessor(ID9089) => Min Interval: 8, Max Interval: 54
AssociateProfessor(ID9090) => Min Interval: 36, Max Interval: 41
AssociateProfessor(ID9091) => Min Interval: 6, Max Interval: 40
AssociateProfessor(ID9092) => Min Interval: 16, Max Interval: 36
AssociateProfessor(ID9093) => Min Interval: 42, Max Interval: 48
AssociateProfessor(ID9095) => Min Interval: 36, Max Interval: 39
AssociateProfessor(ID9097) => Min Interval: 23, Max Interval: 37
AssociateProfessor(ID9098) => Min Interval: 16, Max Interval: 51
AssociateProfessor(ID9099) => Min Interval: 16, Max Interval: 50
AssociateProfessor(ID9103) => Min Interval: 44, Max Interval: 48
AssociateProfessor(ID9105) => Min Interval: 17, Max Interval: 44
AssociateProfessor(ID9110) => Min Interval: 26, Max Interval: 27
AssociateProfessor(ID9111) => Min Interval: 15, Max Interval: 25
AssociateProfessor(ID9116) => Min Interval: 13, Max Interval: 52
AssociateProfessor(ID9118) => Min Interval: 14, Max Interval: 48
AssociateProfessor(ID9120) => Min Interval: 16, Max Interval: 42
AssociateProfessor(ID9121) => Min Interval: 12, Max Interval: 39
AssociateProfessor(ID9122) => Min Interval: 22, Max Interval: 50
AssociateProfessor(ID9124) => Min Interval: 14, Max Interval: 55
AssociateProfessor(ID9131) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID9134) => Min Interval: 25, Max Interval: 36
AssociateProfessor(ID9138) => Min Interval: 19, Max Interval: 39
AssociateProfessor(ID9139) => Min Interval: 43, Max Interval: 50
AssociateProfessor(ID9141) => Min Interval: 46, Max Interval: 49
AssociateProfessor(ID9144) => Min Interval: 20, Max Interval: 28
AssociateProfessor(ID9146) => Min Interval: 19, Max Interval: 33
AssociateProfessor(ID9148) => Min Interval: 28, Max Interval: 47
AssociateProfessor(ID9149) => Min Interval: 24, Max Interval: 55
AssociateProfessor(ID9150) => Min Interval: 4, Max Interval: 43
AssociateProfessor(ID9151) => Min Interval: 8, Max Interval: 35
AssociateProfessor(ID9152) => Min Interval: 17, Max Interval: 46
AssociateProfessor(ID9153) => Min Interval: 22, Max Interval: 56
AssociateProfessor(ID9155) => Min Interval: 16, Max Interval: 50
AssociateProfessor(ID9156) => Min Interval: 19, Max Interval: 29
AssociateProfessor(ID9160) => Min Interval: 8, Max Interval: 49
AssociateProfessor(ID9161) => Min Interval: 16, Max Interval: 44
AssociateProfessor(ID9163) => Min Interval: 8, Max Interval: 52
AssociateProfessor(ID9164) => Min Interval: 15, Max Interval: 45
AssociateProfessor(ID9166) => Min Interval: 37, Max Interval: 43
AssociateProfessor(ID9168) => Min Interval: 21, Max Interval: 25
AssociateProfessor(ID9171) => Min Interval: 6, Max Interval: 38
AssociateProfessor(ID9174) => Min Interval: 16, Max Interval: 51
AssociateProfessor(ID9179) => Min Interval: 11, Max Interval: 49
AssociateProfessor(ID9180) => Min Interval: 13, Max Interval: 51
AssociateProfessor(ID9183) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID9185) => Min Interval: 12, Max Interval: 52
AssociateProfessor(ID9186) => Min Interval: 18, Max Interval: 48
AssociateProfessor(ID9190) => Min Interval: 24, Max Interval: 50
AssociateProfessor(ID9191) => Min Interval: 34, Max Interval: 53
AssociateProfessor(ID9194) => Min Interval: 22, Max Interval: 42
AssociateProfessor(ID9195) => Min Interval: 28, Max Interval: 48
AssociateProfessor(ID9198) => Min Interval: 15, Max Interval: 24
AssociateProfessor(ID9200) => Min Interval: 23, Max Interval: 45
AssociateProfessor(ID9201) => Min Interval: 9, Max Interval: 40
AssociateProfessor(ID9202) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID9204) => Min Interval: 20, Max Interval: 32
AssociateProfessor(ID9205) => Min Interval: 40, Max Interval: 46
AssociateProfessor(ID9207) => Min Interval: 12, Max Interval: 54
AssociateProfessor(ID9208) => Min Interval: 26, Max Interval: 51
AssociateProfessor(ID9211) => Min Interval: 12, Max Interval: 50
AssociateProfessor(ID9214) => Min Interval: 39, Max Interval: 48
AssociateProfessor(ID9219) => Min Interval: 22, Max Interval: 48
AssociateProfessor(ID9221) => Min Interval: 15, Max Interval: 32
AssociateProfessor(ID9223) => Min Interval: 28, Max Interval: 46
AssociateProfessor(ID9226) => Min Interval: 14, Max Interval: 50
AssociateProfessor(ID9227) => Min Interval: 16, Max Interval: 40
AssociateProfessor(ID9228) => Min Interval: 16, Max Interval: 36
AssociateProfessor(ID9230) => Min Interval: 17, Max Interval: 50
AssociateProfessor(ID9231) => Min Interval: 10, Max Interval: 53
AssociateProfessor(ID9232) => Min Interval: 18, Max Interval: 33
AssociateProfessor(ID9235) => Min Interval: 11, Max Interval: 52
AssociateProfessor(ID9238) => Min Interval: 45, Max Interval: 49
AssociateProfessor(ID9239) => Min Interval: 24, Max Interval: 44
AssociateProfessor(ID9240) => Min Interval: 28, Max Interval: 36
AssociateProfessor(ID9241) => Min Interval: 29, Max Interval: 45
AssociateProfessor(ID9243) => Min Interval: 12, Max Interval: 54
AssociateProfessor(ID9244) => Min Interval: 30, Max Interval: 51
AssociateProfessor(ID9245) => Min Interval: 9, Max Interval: 53
AssociateProfessor(ID9247) => Min Interval: 20, Max Interval: 46
AssociateProfessor(ID9253) => Min Interval: 31, Max Interval: 44
AssociateProfessor(ID9254) => Min Interval: 20, Max Interval: 45
AssociateProfessor(ID9257) => Min Interval: 5, Max Interval: 38
AssociateProfessor(ID9258) => Min Interval: 47, Max Interval: 50
AssociateProfessor(ID9259) => Min Interval: 24, Max Interval: 33
AssociateProfessor(ID9260) => Min Interval: 7, Max Interval: 51
AssociateProfessor(ID9262) => Min Interval: 25, Max Interval: 55
AssociateProfessor(ID9265) => Min Interval: 33, Max Interval: 49
AssociateProfessor(ID9268) => Min Interval: 24, Max Interval: 25
AssociateProfessor(ID9270) => Min Interval: 16, Max Interval: 43
AssociateProfessor(ID9271) => Min Interval: 44, Max Interval: 51
AssociateProfessor(ID9274) => Min Interval: 13, Max Interval: 49
AssociateProfessor(ID9276) => Min Interval: 30, Max Interval: 47
AssociateProfessor(ID9278) => Min Interval: 23, Max Interval: 40
AssociateProfessor(ID9282) => Min Interval: 20, Max Interval: 35
AssociateProfessor(ID9285) => Min Interval: 15, Max Interval: 37
AssociateProfessor(ID9287) => Min Interval: 31, Max Interval: 44
AssociateProfessor(ID9288) => Min Interval: 19, Max Interval: 49
AssociateProfessor(ID9291) => Min Interval: 9, Max Interval: 51
AssociateProfessor(ID9295) => Min Interval: 29, Max Interval: 46
AssociateProfessor(ID9296) => Min Interval: 42, Max Interval: 45
AssociateProfessor(ID9297) => Min Interval: 28, Max Interval: 37
AssociateProfessor(ID9298) => Min Interval: 29, Max Interval: 48
AssociateProfessor(ID9301) => Min Interval: 10, Max Interval: 51
AssociateProfessor(ID9303) => Min Interval: 8, Max Interval: 54
AssociateProfessor(ID9307) => Min Interval: 21, Max Interval: 51
AssociateProfessor(ID9310) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID9312) => Min Interval: 10, Max Interval: 50
AssociateProfessor(ID9313) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID9314) => Min Interval: 16, Max Interval: 19
AssociateProfessor(ID9317) => Min Interval: 21, Max Interval: 49
AssociateProfessor(ID9320) => Min Interval: 37, Max Interval: 51
AssociateProfessor(ID9322) => Min Interval: 25, Max Interval: 47
AssociateProfessor(ID9324) => Min Interval: 13, Max Interval: 50
AssociateProfessor(ID9325) => Min Interval: 25, Max Interval: 53
AssociateProfessor(ID9326) => Min Interval: 9, Max Interval: 55
AssociateProfessor(ID9328) => Min Interval: 29, Max Interval: 47
AssociateProfessor(ID9329) => Min Interval: 25, Max Interval: 50
AssociateProfessor(ID9332) => Min Interval: 17, Max Interval: 43
AssociateProfessor(ID9333) => Min Interval: 19, Max Interval: 36
AssociateProfessor(ID9334) => Min Interval: 27, Max Interval: 51
AssociateProfessor(ID9337) => Min Interval: 29, Max Interval: 37
AssociateProfessor(ID9338) => Min Interval: 24, Max Interval: 50
AssociateProfessor(ID9339) => Min Interval: 24, Max Interval: 29
AssociateProfessor(ID9341) => Min Interval: 37, Max Interval: 38
AssociateProfessor(ID9342) => Min Interval: 30, Max Interval: 47
AssociateProfessor(ID9345) => Min Interval: 44, Max Interval: 48
AssociateProfessor(ID9347) => Min Interval: 10, Max Interval: 51
AssociateProfessor(ID9348) => Min Interval: 24, Max Interval: 35
AssociateProfessor(ID9350) => Min Interval: 32, Max Interval: 43
AssociateProfessor(ID9352) => Min Interval: 17, Max Interval: 47
AssociateProfessor(ID9353) => Min Interval: 43, Max Interval: 47
AssociateProfessor(ID9354) => Min Interval: 13, Max Interval: 50
AssociateProfessor(ID9357) => Min Interval: 23, Max Interval: 38
AssociateProfessor(ID9358) => Min Interval: 34, Max Interval: 35
AssociateProfessor(ID9359) => Min Interval: 11, Max Interval: 50
AssociateProfessor(ID9365) => Min Interval: 28, Max Interval: 37
AssociateProfessor(ID9367) => Min Interval: 31, Max Interval: 38
AssociateProfessor(ID9368) => Min Interval: 18, Max Interval: 24
AssociateProfessor(ID9370) => Min Interval: 13, Max Interval: 46
AssociateProfessor(ID9372) => Min Interval: 24, Max Interval: 42
AssociateProfessor(ID9374) => Min Interval: 16, Max Interval: 41
AssociateProfessor(ID9375) => Min Interval: 10, Max Interval: 41
AssociateProfessor(ID9378) => Min Interval: 18, Max Interval: 34
AssociateProfessor(ID9379) => Min Interval: 19, Max Interval: 28
AssociateProfessor(ID9380) => Min Interval: 14, Max Interval: 44
AssociateProfessor(ID9382) => Min Interval: 32, Max Interval: 50
AssociateProfessor(ID9384) => Min Interval: 19, Max Interval: 43
AssociateProfessor(ID9385) => Min Interval: 32, Max Interval: 41
AssociateProfessor(ID9386) => Min Interval: 29, Max Interval: 39
AssociateProfessor(ID9387) => Min Interval: 29, Max Interval: 49
AssociateProfessor(ID9389) => Min Interval: 37, Max Interval: 47
AssociateProfessor(ID9390) => Min Interval: 29, Max Interval: 48
AssociateProfessor(ID9393) => Min Interval: 16, Max Interval: 17
AssociateProfessor(ID9394) => Min Interval: 28, Max Interval: 51
AssociateProfessor(ID9395) => Min Interval: 17, Max Interval: 37
AssociateProfessor(ID9399) => Min Interval: 32, Max Interval: 52
AssociateProfessor(ID9401) => Min Interval: 16, Max Interval: 36
AssociateProfessor(ID9404) => Min Interval: 19, Max Interval: 44
AssociateProfessor(ID9408) => Min Interval: 36, Max Interval: 42
AssociateProfessor(ID9410) => Min Interval: 17, Max Interval: 38
AssociateProfessor(ID9411) => Min Interval: 16, Max Interval: 36
AssociateProfessor(ID9412) => Min Interval: 42, Max Interval: 49
AssociateProfessor(ID9416) => Min Interval: 21, Max Interval: 45
AssociateProfessor(ID9419) => Min Interval: 19, Max Interval: 32
AssociateProfessor(ID9420) => Min Interval: 23, Max Interval: 40
AssociateProfessor(ID9421) => Min Interval: 19, Max Interval: 40
AssociateProfessor(ID9423) => Min Interval: 8, Max Interval: 50
AssociateProfessor(ID9427) => Min Interval: 17, Max Interval: 33
AssociateProfessor(ID9428) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID9430) => Min Interval: 24, Max Interval: 38
AssociateProfessor(ID9437) => Min Interval: 20, Max Interval: 28
AssociateProfessor(ID9438) => Min Interval: 35, Max Interval: 47
AssociateProfessor(ID9439) => Min Interval: 10, Max Interval: 32
AssociateProfessor(ID9441) => Min Interval: 47, Max Interval: 50
AssociateProfessor(ID9446) => Min Interval: 22, Max Interval: 39
AssociateProfessor(ID9450) => Min Interval: 15, Max Interval: 48
AssociateProfessor(ID9457) => Min Interval: 19, Max Interval: 33
AssociateProfessor(ID9458) => Min Interval: 12, Max Interval: 52
AssociateProfessor(ID9463) => Min Interval: 30, Max Interval: 50
AssociateProfessor(ID9464) => Min Interval: 19, Max Interval: 28
AssociateProfessor(ID9466) => Min Interval: 20, Max Interval: 46
AssociateProfessor(ID9471) => Min Interval: 30, Max Interval: 40
AssociateProfessor(ID9474) => Min Interval: 17, Max Interval: 46
AssociateProfessor(ID9478) => Min Interval: 30, Max Interval: 34
AssociateProfessor(ID9483) => Min Interval: 24, Max Interval: 48
AssociateProfessor(ID9484) => Min Interval: 14, Max Interval: 45
AssociateProfessor(ID9486) => Min Interval: 20, Max Interval: 49
AssociateProfessor(ID9487) => Min Interval: 13, Max Interval: 47
AssociateProfessor(ID9489) => Min Interval: 37, Max Interval: 48
AssociateProfessor(ID9492) => Min Interval: 33, Max Interval: 40
AssociateProfessor(ID9494) => Min Interval: 23, Max Interval: 55
AssociateProfessor(ID9495) => Min Interval: 41, Max Interval: 48
AssociateProfessor(ID9499) => Min Interval: 22, Max Interval: 49
AssociateProfessor(ID9502) => Min Interval: 8, Max Interval: 54
AssociateProfessor(ID9503) => Min Interval: 27, Max Interval: 51
AssociateProfessor(ID9507) => Min Interval: 18, Max Interval: 51
AssociateProfessor(ID9509) => Min Interval: 13, Max Interval: 52
AssociateProfessor(ID9513) => Min Interval: 16, Max Interval: 41
AssociateProfessor(ID9514) => Min Interval: 26, Max Interval: 50
AssociateProfessor(ID9516) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID9518) => Min Interval: 43, Max Interval: 51
AssociateProfessor(ID9520) => Min Interval: 25, Max Interval: 46
AssociateProfessor(ID9523) => Min Interval: 39, Max Interval: 50
AssociateProfessor(ID9526) => Min Interval: 28, Max Interval: 51
AssociateProfessor(ID9527) => Min Interval: 12, Max Interval: 52
AssociateProfessor(ID9528) => Min Interval: 15, Max Interval: 22
AssociateProfessor(ID9530) => Min Interval: 23, Max Interval: 25
AssociateProfessor(ID9536) => Min Interval: 3, Max Interval: 17
AssociateProfessor(ID9542) => Min Interval: 22, Max Interval: 47
AssociateProfessor(ID9549) => Min Interval: 22, Max Interval: 36
AssociateProfessor(ID9552) => Min Interval: 20, Max Interval: 37
AssociateProfessor(ID9560) => Min Interval: 7, Max Interval: 32
AssociateProfessor(ID9561) => Min Interval: 18, Max Interval: 41
AssociateProfessor(ID9562) => Min Interval: 14, Max Interval: 53
AssociateProfessor(ID9563) => Min Interval: 28, Max Interval: 48
AssociateProfessor(ID9565) => Min Interval: 25, Max Interval: 38
AssociateProfessor(ID9577) => Min Interval: 30, Max Interval: 37
AssociateProfessor(ID9578) => Min Interval: 19, Max Interval: 32
