Stored fact information:
ResearchAssistant(ID0) => Min Interval: 32, Max Interval: 40
ResearchAssistant(ID9156) => Min Interval: 14, Max Interval: 28
ResearchAssistant(ID9160) => Min Interval: 3, Max Interval: 47
ResearchAssistant(ID9161) => Min Interval: 11, Max Interval: 43
ResearchAssistant(ID9163) => Min Interval: 3, Max Interval: 47
ResearchAssistant(ID9164) => Min Interval: 9, Max Interval: 40
ResearchAssistant(ID9166) => Min Interval: 32, Max Interval: 42
ResearchAssistant(ID9168) => Min Interval: 16, Max Interval: 24
ResearchAssistant(ID9174) => Min Interval: 11, Max Interval: 50
ResearchAssistant(ID9179) => Min Interval: 4, Max Interval: 44
ResearchAssistant(ID9180) => Min Interval: 6, Max Interval: 49
ResearchAssistant(ID9183) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID9185) => Min Interval: 6, Max Interval: 47
ResearchAssistant(ID9186) => Min Interval: 13, Max Interval: 47
ResearchAssistant(ID9190) => Min Interval: 19, Max Interval: 49
ResearchAssistant(ID9191) => Min Interval: 29, Max Interval: 52
ResearchAssistant(ID9194) => Min Interval: 17, Max Interval: 41
ResearchAssistant(ID9195) => Min Interval: 23, Max Interval: 43
ResearchAssistant(ID9198) => Min Interval: 10, Max Interval: 48
ResearchAssistant(ID9200) => Min Interval: 18, Max Interval: 44
ResearchAssistant(ID9202) => Min Interval: 3, Max Interval: 51
ResearchAssistant(ID9204) => Min Interval: 13, Max Interval: 27
ResearchAssistant(ID9205) => Min Interval: 35, Max Interval: 45
ResearchAssistant(ID9207) => Min Interval: 7, Max Interval: 49
ResearchAssistant(ID9208) => Min Interval: 21, Max Interval: 50
ResearchAssistant(ID9211) => Min Interval: 7, Max Interval: 49
ResearchAssistant(ID9214) => Min Interval: 34, Max Interval: 47
ResearchAssistant(ID9219) => Min Interval: 17, Max Interval: 47
ResearchAssistant(ID9221) => Min Interval: 10, Max Interval: 31
ResearchAssistant(ID9223) => Min Interval: 23, Max Interval: 45
ResearchAssistant(ID9226) => Min Interval: 9, Max Interval: 49
ResearchAssistant(ID9227) => Min Interval: 11, Max Interval: 39
ResearchAssistant(ID9230) => Min Interval: 12, Max Interval: 49
ResearchAssistant(ID9231) => Min Interval: 5, Max Interval: 52
ResearchAssistant(ID9232) => Min Interval: 13, Max Interval: 32
ResearchAssistant(ID9235) => Min Interval: 4, Max Interval: 51
ResearchAssistant(ID9238) => Min Interval: 20, Max Interval: 48
ResearchAssistant(ID9239) => Min Interval: 19, Max Interval: 43
ResearchAssistant(ID9240) => Min Interval: 23, Max Interval: 35
ResearchAssistant(ID9241) => Min Interval: 24, Max Interval: 44
ResearchAssistant(ID9244) => Min Interval: 25, Max Interval: 50
ResearchAssistant(ID9245) => Min Interval: 4, Max Interval: 52
ResearchAssistant(ID9247) => Min Interval: 15, Max Interval: 45
ResearchAssistant(ID9251) => Min Interval: 42, Max Interval: 42
ResearchAssistant(ID9253) => Min Interval: 26, Max Interval: 43
ResearchAssistant(ID9254) => Min Interval: 15, Max Interval: 44
ResearchAssistant(ID9258) => Min Interval: 42, Max Interval: 49
ResearchAssistant(ID9259) => Min Interval: 19, Max Interval: 28
ResearchAssistant(ID9260) => Min Interval: 1, Max Interval: 48
ResearchAssistant(ID9262) => Min Interval: 20, Max Interval: 51
ResearchAssistant(ID9265) => Min Interval: 28, Max Interval: 48
ResearchAssistant(ID9268) => Min Interval: 19, Max Interval: 24
ResearchAssistant(ID9270) => Min Interval: 11, Max Interval: 42
ResearchAssistant(ID9271) => Min Interval: 39, Max Interval: 50
ResearchAssistant(ID9274) => Min Interval: 5, Max Interval: 48
ResearchAssistant(ID9278) => Min Interval: 18, Max Interval: 39
ResearchAssistant(ID9282) => Min Interval: 15, Max Interval: 34
ResearchAssistant(ID9285) => Min Interval: 10, Max Interval: 36
ResearchAssistant(ID9287) => Min Interval: 26, Max Interval: 43
ResearchAssistant(ID9288) => Min Interval: 14, Max Interval: 48
ResearchAssistant(ID9291) => Min Interval: 4, Max Interval: 46
ResearchAssistant(ID9295) => Min Interval: 24, Max Interval: 41
ResearchAssistant(ID9296) => Min Interval: 37, Max Interval: 44
ResearchAssistant(ID9297) => Min Interval: 23, Max Interval: 36
ResearchAssistant(ID9298) => Min Interval: 24, Max Interval: 47
ResearchAssistant(ID9301) => Min Interval: 2, Max Interval: 50
ResearchAssistant(ID9303) => Min Interval: 3, Max Interval: 51
ResearchAssistant(ID9307) => Min Interval: 16, Max Interval: 50
ResearchAssistant(ID9309) => Min Interval: 11, Max Interval: 13
ResearchAssistant(ID9310) => Min Interval: 13, Max Interval: 44
ResearchAssistant(ID9312) => Min Interval: 3, Max Interval: 45
ResearchAssistant(ID9313) => Min Interval: 10, Max Interval: 45
ResearchAssistant(ID9314) => Min Interval: 11, Max Interval: 18
ResearchAssistant(ID9316) => Min Interval: 11, Max Interval: 15
ResearchAssistant(ID9317) => Min Interval: 16, Max Interval: 48
ResearchAssistant(ID9320) => Min Interval: 32, Max Interval: 50
ResearchAssistant(ID9322) => Min Interval: 20, Max Interval: 46
ResearchAssistant(ID9324) => Min Interval: 1, Max Interval: 45
ResearchAssistant(ID9325) => Min Interval: 20, Max Interval: 49
ResearchAssistant(ID9326) => Min Interval: 4, Max Interval: 51
ResearchAssistant(ID9328) => Min Interval: 24, Max Interval: 46
ResearchAssistant(ID9329) => Min Interval: 20, Max Interval: 49
ResearchAssistant(ID9332) => Min Interval: 10, Max Interval: 42
ResearchAssistant(ID9333) => Min Interval: 14, Max Interval: 35
ResearchAssistant(ID9334) => Min Interval: 22, Max Interval: 50
ResearchAssistant(ID9336) => Min Interval: 45, Max Interval: 45
ResearchAssistant(ID9337) => Min Interval: 24, Max Interval: 36
ResearchAssistant(ID9338) => Min Interval: 19, Max Interval: 49
ResearchAssistant(ID9339) => Min Interval: 19, Max Interval: 24
ResearchAssistant(ID9341) => Min Interval: 32, Max Interval: 37
ResearchAssistant(ID9342) => Min Interval: 25, Max Interval: 46
ResearchAssistant(ID9344) => Min Interval: 26, Max Interval: 26
ResearchAssistant(ID9345) => Min Interval: 39, Max Interval: 47
ResearchAssistant(ID9347) => Min Interval: 5, Max Interval: 50
ResearchAssistant(ID9348) => Min Interval: 16, Max Interval: 34
ResearchAssistant(ID9350) => Min Interval: 27, Max Interval: 42
ResearchAssistant(ID9352) => Min Interval: 12, Max Interval: 46
ResearchAssistant(ID9353) => Min Interval: 38, Max Interval: 46
ResearchAssistant(ID9354) => Min Interval: 8, Max Interval: 49
ResearchAssistant(ID9357) => Min Interval: 18, Max Interval: 33
ResearchAssistant(ID9358) => Min Interval: 29, Max Interval: 34
ResearchAssistant(ID9359) => Min Interval: 3, Max Interval: 49
ResearchAssistant(ID9365) => Min Interval: 23, Max Interval: 32
ResearchAssistant(ID9367) => Min Interval: 26, Max Interval: 37
ResearchAssistant(ID9368) => Min Interval: 13, Max Interval: 23
ResearchAssistant(ID9370) => Min Interval: 8, Max Interval: 44
ResearchAssistant(ID9372) => Min Interval: 19, Max Interval: 41
ResearchAssistant(ID9374) => Min Interval: 11, Max Interval: 40
ResearchAssistant(ID9375) => Min Interval: 5, Max Interval: 40
ResearchAssistant(ID9378) => Min Interval: 13, Max Interval: 33
ResearchAssistant(ID9379) => Min Interval: 14, Max Interval: 27
ResearchAssistant(ID9380) => Min Interval: 9, Max Interval: 39
ResearchAssistant(ID9382) => Min Interval: 27, Max Interval: 45
ResearchAssistant(ID9384) => Min Interval: 14, Max Interval: 42
ResearchAssistant(ID9385) => Min Interval: 27, Max Interval: 40
ResearchAssistant(ID9386) => Min Interval: 24, Max Interval: 38
ResearchAssistant(ID9387) => Min Interval: 24, Max Interval: 48
ResearchAssistant(ID9389) => Min Interval: 32, Max Interval: 46
ResearchAssistant(ID9390) => Min Interval: 24, Max Interval: 47
ResearchAssistant(ID9392) => Min Interval: 46, Max Interval: 46
ResearchAssistant(ID9393) => Min Interval: 11, Max Interval: 16
ResearchAssistant(ID9394) => Min Interval: 23, Max Interval: 50
ResearchAssistant(ID9395) => Min Interval: 12, Max Interval: 36
ResearchAssistant(ID9399) => Min Interval: 27, Max Interval: 47
ResearchAssistant(ID9401) => Min Interval: 11, Max Interval: 35
ResearchAssistant(ID9404) => Min Interval: 10, Max Interval: 43
ResearchAssistant(ID9408) => Min Interval: 31, Max Interval: 41
ResearchAssistant(ID9410) => Min Interval: 12, Max Interval: 37
ResearchAssistant(ID9411) => Min Interval: 11, Max Interval: 35
ResearchAssistant(ID9412) => Min Interval: 37, Max Interval: 48
ResearchAssistant(ID9416) => Min Interval: 16, Max Interval: 44
ResearchAssistant(ID9419) => Min Interval: 14, Max Interval: 31
ResearchAssistant(ID9420) => Min Interval: 18, Max Interval: 39
ResearchAssistant(ID9421) => Min Interval: 14, Max Interval: 39
ResearchAssistant(ID9423) => Min Interval: 3, Max Interval: 46
ResearchAssistant(ID9427) => Min Interval: 12, Max Interval: 32
ResearchAssistant(ID9428) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID9430) => Min Interval: 19, Max Interval: 37
ResearchAssistant(ID9437) => Min Interval: 15, Max Interval: 27
ResearchAssistant(ID9438) => Min Interval: 30, Max Interval: 46
ResearchAssistant(ID9439) => Min Interval: 4, Max Interval: 27
ResearchAssistant(ID9441) => Min Interval: 42, Max Interval: 49
ResearchAssistant(ID9446) => Min Interval: 17, Max Interval: 38
ResearchAssistant(ID9450) => Min Interval: 10, Max Interval: 47
ResearchAssistant(ID9457) => Min Interval: 14, Max Interval: 32
ResearchAssistant(ID9458) => Min Interval: 5, Max Interval: 50
ResearchAssistant(ID9463) => Min Interval: 25, Max Interval: 49
ResearchAssistant(ID9464) => Min Interval: 14, Max Interval: 27
ResearchAssistant(ID9466) => Min Interval: 15, Max Interval: 41
ResearchAssistant(ID9469) => Min Interval: 45, Max Interval: 49
ResearchAssistant(ID9471) => Min Interval: 25, Max Interval: 39
ResearchAssistant(ID9474) => Min Interval: 12, Max Interval: 45
ResearchAssistant(ID9478) => Min Interval: 25, Max Interval: 33
ResearchAssistant(ID9483) => Min Interval: 19, Max Interval: 47
ResearchAssistant(ID9485) => Min Interval: 49, Max Interval: 50
ResearchAssistant(ID9486) => Min Interval: 15, Max Interval: 48
ResearchAssistant(ID9487) => Min Interval: 8, Max Interval: 46
ResearchAssistant(ID9489) => Min Interval: 32, Max Interval: 47
ResearchAssistant(ID9492) => Min Interval: 28, Max Interval: 39
ResearchAssistant(ID9494) => Min Interval: 18, Max Interval: 52
ResearchAssistant(ID9495) => Min Interval: 21, Max Interval: 47
ResearchAssistant(ID9499) => Min Interval: 17, Max Interval: 48
ResearchAssistant(ID9502) => Min Interval: 0, Max Interval: 49
ResearchAssistant(ID9503) => Min Interval: 22, Max Interval: 50
ResearchAssistant(ID9507) => Min Interval: 13, Max Interval: 46
ResearchAssistant(ID9509) => Min Interval: 8, Max Interval: 51
ResearchAssistant(ID9513) => Min Interval: 11, Max Interval: 40
ResearchAssistant(ID9514) => Min Interval: 21, Max Interval: 49
ResearchAssistant(ID9516) => Min Interval: 7, Max Interval: 49
ResearchAssistant(ID9518) => Min Interval: 38, Max Interval: 50
ResearchAssistant(ID9520) => Min Interval: 20, Max Interval: 45
ResearchAssistant(ID9521) => Min Interval: 44, Max Interval: 48
ResearchAssistant(ID9523) => Min Interval: 34, Max Interval: 49
ResearchAssistant(ID9526) => Min Interval: 23, Max Interval: 50
ResearchAssistant(ID9527) => Min Interval: 7, Max Interval: 47
ResearchAssistant(ID9528) => Min Interval: 10, Max Interval: 21
ResearchAssistant(ID9530) => Min Interval: 18, Max Interval: 24
ResearchAssistant(ID9539) => Min Interval: 39, Max Interval: 42
ResearchAssistant(ID9542) => Min Interval: 17, Max Interval: 46
ResearchAssistant(ID9549) => Min Interval: 17, Max Interval: 35
ResearchAssistant(ID9552) => Min Interval: 15, Max Interval: 36
ResearchAssistant(ID9560) => Min Interval: 2, Max Interval: 27
ResearchAssistant(ID9561) => Min Interval: 13, Max Interval: 40
ResearchAssistant(ID9562) => Min Interval: 7, Max Interval: 52
ResearchAssistant(ID9563) => Min Interval: 23, Max Interval: 47
ResearchAssistant(ID9565) => Min Interval: 20, Max Interval: 37
ResearchAssistant(ID9567) => Min Interval: 27, Max Interval: 40
ResearchAssistant(ID9577) => Min Interval: 25, Max Interval: 36
ResearchAssistant(ID9578) => Min Interval: 14, Max Interval: 31
ResearchAssistant(ID9579) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID9580) => Min Interval: 18, Max Interval: 49
ResearchAssistant(ID9581) => Min Interval: 21, Max Interval: 35
ResearchAssistant(ID9582) => Min Interval: 18, Max Interval: 35
ResearchAssistant(ID9586) => Min Interval: 24, Max Interval: 44
ResearchAssistant(ID9587) => Min Interval: 12, Max Interval: 35
ResearchAssistant(ID9589) => Min Interval: 13, Max Interval: 24
ResearchAssistant(ID9591) => Min Interval: 38, Max Interval: 38
ResearchAssistant(ID9594) => Min Interval: 12, Max Interval: 42
ResearchAssistant(ID9598) => Min Interval: 25, Max Interval: 36
ResearchAssistant(ID9601) => Min Interval: 39, Max Interval: 46
ResearchAssistant(ID9604) => Min Interval: 33, Max Interval: 41
ResearchAssistant(ID9607) => Min Interval: 2, Max Interval: 46
ResearchAssistant(ID9610) => Min Interval: 10, Max Interval: 48
ResearchAssistant(ID9614) => Min Interval: 12, Max Interval: 47
ResearchAssistant(ID9619) => Min Interval: 16, Max Interval: 33
ResearchAssistant(ID9623) => Min Interval: 19, Max Interval: 48
ResearchAssistant(ID9625) => Min Interval: 1, Max Interval: 41
ResearchAssistant(ID9626) => Min Interval: 16, Max Interval: 40
ResearchAssistant(ID9630) => Min Interval: 10, Max Interval: 50
ResearchAssistant(ID9633) => Min Interval: 13, Max Interval: 40
ResearchAssistant(ID9635) => Min Interval: 18, Max Interval: 43
ResearchAssistant(ID9636) => Min Interval: 43, Max Interval: 50
ResearchAssistant(ID9637) => Min Interval: 28, Max Interval: 41
ResearchAssistant(ID9638) => Min Interval: 8, Max Interval: 43
ResearchAssistant(ID9639) => Min Interval: 10, Max Interval: 32
ResearchAssistant(ID9640) => Min Interval: 33, Max Interval: 46
ResearchAssistant(ID9641) => Min Interval: 10, Max Interval: 29
ResearchAssistant(ID9642) => Min Interval: 16, Max Interval: 28
ResearchAssistant(ID9643) => Min Interval: 24, Max Interval: 33
ResearchAssistant(ID9644) => Min Interval: 25, Max Interval: 49
ResearchAssistant(ID9648) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID9649) => Min Interval: 36, Max Interval: 38
ResearchAssistant(ID9650) => Min Interval: 16, Max Interval: 39
ResearchAssistant(ID9651) => Min Interval: 22, Max Interval: 39
ResearchAssistant(ID9652) => Min Interval: 41, Max Interval: 49
ResearchAssistant(ID9659) => Min Interval: 14, Max Interval: 34
ResearchAssistant(ID9669) => Min Interval: 17, Max Interval: 47
ResearchAssistant(ID9674) => Min Interval: 6, Max Interval: 47
ResearchAssistant(ID9675) => Min Interval: 28, Max Interval: 36
ResearchAssistant(ID9676) => Min Interval: 10, Max Interval: 44
ResearchAssistant(ID9677) => Min Interval: 14, Max Interval: 37
ResearchAssistant(ID9682) => Min Interval: 20, Max Interval: 48
ResearchAssistant(ID9687) => Min Interval: 36, Max Interval: 44
ResearchAssistant(ID9688) => Min Interval: 20, Max Interval: 49
ResearchAssistant(ID9691) => Min Interval: 46, Max Interval: 48
ResearchAssistant(ID9694) => Min Interval: 25, Max Interval: 48
ResearchAssistant(ID9696) => Min Interval: 21, Max Interval: 50
ResearchAssistant(ID9697) => Min Interval: 25, Max Interval: 49
ResearchAssistant(ID9698) => Min Interval: 11, Max Interval: 43
ResearchAssistant(ID9703) => Min Interval: 32, Max Interval: 40
ResearchAssistant(ID9704) => Min Interval: 12, Max Interval: 30
ResearchAssistant(ID9712) => Min Interval: 23, Max Interval: 48
ResearchAssistant(ID9713) => Min Interval: 10, Max Interval: 33
ResearchAssistant(ID9719) => Min Interval: 11, Max Interval: 23
ResearchAssistant(ID9721) => Min Interval: 5, Max Interval: 41
ResearchAssistant(ID9724) => Min Interval: 18, Max Interval: 42
ResearchAssistant(ID9731) => Min Interval: 13, Max Interval: 48
ResearchAssistant(ID9734) => Min Interval: 24, Max Interval: 30
ResearchAssistant(ID9735) => Min Interval: 11, Max Interval: 49
ResearchAssistant(ID9738) => Min Interval: 17, Max Interval: 43
ResearchAssistant(ID9739) => Min Interval: 20, Max Interval: 52
ResearchAssistant(ID9740) => Min Interval: 20, Max Interval: 46
ResearchAssistant(ID9751) => Min Interval: 23, Max Interval: 50
ResearchAssistant(ID9758) => Min Interval: 10, Max Interval: 48
ResearchAssistant(ID9763) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID9765) => Min Interval: 28, Max Interval: 34
ResearchAssistant(ID9772) => Min Interval: 36, Max Interval: 50
ResearchAssistant(ID9775) => Min Interval: 11, Max Interval: 50
ResearchAssistant(ID9777) => Min Interval: 15, Max Interval: 38
ResearchAssistant(ID9781) => Min Interval: 30, Max Interval: 45
ResearchAssistant(ID9782) => Min Interval: 18, Max Interval: 23
ResearchAssistant(ID9783) => Min Interval: 26, Max Interval: 26
ResearchAssistant(ID9784) => Min Interval: 13, Max Interval: 33
ResearchAssistant(ID9790) => Min Interval: 23, Max Interval: 32
ResearchAssistant(ID9791) => Min Interval: 13, Max Interval: 39
ResearchAssistant(ID9792) => Min Interval: 18, Max Interval: 34
ResearchAssistant(ID9794) => Min Interval: 14, Max Interval: 19
ResearchAssistant(ID9798) => Min Interval: 22, Max Interval: 40
ResearchAssistant(ID9799) => Min Interval: 16, Max Interval: 31
ResearchAssistant(ID9800) => Min Interval: 35, Max Interval: 37
ResearchAssistant(ID9801) => Min Interval: 6, Max Interval: 44
ResearchAssistant(ID9804) => Min Interval: 31, Max Interval: 48
ResearchAssistant(ID9808) => Min Interval: 14, Max Interval: 32
ResearchAssistant(ID9814) => Min Interval: 1, Max Interval: 46
ResearchAssistant(ID9818) => Min Interval: 12, Max Interval: 27
ResearchAssistant(ID9819) => Min Interval: 17, Max Interval: 17
ResearchAssistant(ID9825) => Min Interval: 31, Max Interval: 40
ResearchAssistant(ID9828) => Min Interval: 15, Max Interval: 49
ResearchAssistant(ID9829) => Min Interval: 18, Max Interval: 51
ResearchAssistant(ID9831) => Min Interval: 21, Max Interval: 33
ResearchAssistant(ID9832) => Min Interval: 19, Max Interval: 49
ResearchAssistant(ID9833) => Min Interval: 26, Max Interval: 50
ResearchAssistant(ID9837) => Min Interval: 19, Max Interval: 37
