Stored fact information:
Employee(ID0) => Min Interval: 30, Max Interval: 41
Employee(ID9146) => Min Interval: 12, Max Interval: 33
Employee(ID9148) => Min Interval: 21, Max Interval: 47
Employee(ID9149) => Min Interval: 17, Max Interval: 55
Employee(ID9150) => Min Interval: 4, Max Interval: 99
Employee(ID9151) => Min Interval: 1, Max Interval: 99
Employee(ID9152) => Min Interval: 10, Max Interval: 46
Employee(ID9153) => Min Interval: 1, Max Interval: 99
Employee(ID9155) => Min Interval: 9, Max Interval: 50
Employee(ID9156) => Min Interval: 12, Max Interval: 29
Employee(ID9160) => Min Interval: 1, Max Interval: 49
Employee(ID9161) => Min Interval: 9, Max Interval: 44
Employee(ID9163) => Min Interval: 1, Max Interval: 52
Employee(ID9164) => Min Interval: 8, Max Interval: 45
Employee(ID9166) => Min Interval: 30, Max Interval: 43
Employee(ID9168) => Min Interval: 14, Max Interval: 25
Employee(ID9171) => Min Interval: 3, Max Interval: 99
Employee(ID9174) => Min Interval: 9, Max Interval: 51
Employee(ID9179) => Min Interval: 4, Max Interval: 49
Employee(ID9180) => Min Interval: 6, Max Interval: 51
Employee(ID9183) => Min Interval: 8, Max Interval: 51
Employee(ID9185) => Min Interval: 5, Max Interval: 52
Employee(ID9186) => Min Interval: 11, Max Interval: 48
Employee(ID9190) => Min Interval: 17, Max Interval: 50
Employee(ID9191) => Min Interval: 27, Max Interval: 53
Employee(ID9194) => Min Interval: 15, Max Interval: 42
Employee(ID9195) => Min Interval: 21, Max Interval: 48
Employee(ID9198) => Min Interval: 8, Max Interval: 43
Employee(ID9200) => Min Interval: 16, Max Interval: 45
Employee(ID9201) => Min Interval: 0, Max Interval: 99
Employee(ID9202) => Min Interval: 3, Max Interval: 54
Employee(ID9204) => Min Interval: 13, Max Interval: 32
Employee(ID9205) => Min Interval: 33, Max Interval: 46
Employee(ID9207) => Min Interval: 5, Max Interval: 54
Employee(ID9208) => Min Interval: 19, Max Interval: 51
Employee(ID9211) => Min Interval: 5, Max Interval: 50
Employee(ID9214) => Min Interval: 32, Max Interval: 48
Employee(ID9219) => Min Interval: 15, Max Interval: 48
Employee(ID9221) => Min Interval: 8, Max Interval: 32
Employee(ID9223) => Min Interval: 21, Max Interval: 46
Employee(ID9226) => Min Interval: 7, Max Interval: 50
Employee(ID9227) => Min Interval: 9, Max Interval: 40
Employee(ID9228) => Min Interval: 1, Max Interval: 99
Employee(ID9230) => Min Interval: 10, Max Interval: 50
Employee(ID9231) => Min Interval: 3, Max Interval: 53
Employee(ID9232) => Min Interval: 11, Max Interval: 33
Employee(ID9235) => Min Interval: 4, Max Interval: 52
Employee(ID9238) => Min Interval: 18, Max Interval: 49
Employee(ID9239) => Min Interval: 17, Max Interval: 44
Employee(ID9240) => Min Interval: 21, Max Interval: 36
Employee(ID9241) => Min Interval: 22, Max Interval: 45
Employee(ID9243) => Min Interval: 2, Max Interval: 99
Employee(ID9244) => Min Interval: 23, Max Interval: 51
Employee(ID9245) => Min Interval: 2, Max Interval: 53
Employee(ID9247) => Min Interval: 13, Max Interval: 46
Employee(ID9253) => Min Interval: 24, Max Interval: 44
Employee(ID9254) => Min Interval: 13, Max Interval: 45
Employee(ID9257) => Min Interval: 1, Max Interval: 99
Employee(ID9258) => Min Interval: 40, Max Interval: 50
Employee(ID9259) => Min Interval: 17, Max Interval: 33
Employee(ID9260) => Min Interval: 0, Max Interval: 51
Employee(ID9262) => Min Interval: 18, Max Interval: 55
Employee(ID9265) => Min Interval: 26, Max Interval: 49
Employee(ID9268) => Min Interval: 17, Max Interval: 25
Employee(ID9270) => Min Interval: 9, Max Interval: 43
Employee(ID9271) => Min Interval: 37, Max Interval: 51
Employee(ID9274) => Min Interval: 6, Max Interval: 49
Employee(ID9276) => Min Interval: 2, Max Interval: 99
Employee(ID9278) => Min Interval: 16, Max Interval: 40
Employee(ID9282) => Min Interval: 13, Max Interval: 35
Employee(ID9285) => Min Interval: 8, Max Interval: 37
Employee(ID9287) => Min Interval: 24, Max Interval: 44
Employee(ID9288) => Min Interval: 12, Max Interval: 49
Employee(ID9291) => Min Interval: 2, Max Interval: 51
Employee(ID9295) => Min Interval: 22, Max Interval: 46
Employee(ID9296) => Min Interval: 35, Max Interval: 45
Employee(ID9297) => Min Interval: 21, Max Interval: 37
Employee(ID9298) => Min Interval: 22, Max Interval: 48
Employee(ID9301) => Min Interval: 3, Max Interval: 51
Employee(ID9303) => Min Interval: 1, Max Interval: 54
Employee(ID9307) => Min Interval: 14, Max Interval: 51
Employee(ID9310) => Min Interval: 11, Max Interval: 49
Employee(ID9312) => Min Interval: 3, Max Interval: 50
Employee(ID9313) => Min Interval: 8, Max Interval: 50
Employee(ID9314) => Min Interval: 9, Max Interval: 19
Employee(ID9316) => Min Interval: 9, Max Interval: 10
Employee(ID9317) => Min Interval: 14, Max Interval: 49
Employee(ID9320) => Min Interval: 30, Max Interval: 51
Employee(ID9322) => Min Interval: 18, Max Interval: 47
Employee(ID9324) => Min Interval: 6, Max Interval: 50
Employee(ID9325) => Min Interval: 18, Max Interval: 53
Employee(ID9326) => Min Interval: 2, Max Interval: 55
Employee(ID9328) => Min Interval: 22, Max Interval: 47
Employee(ID9329) => Min Interval: 18, Max Interval: 50
Employee(ID9332) => Min Interval: 10, Max Interval: 43
Employee(ID9333) => Min Interval: 12, Max Interval: 36
Employee(ID9334) => Min Interval: 20, Max Interval: 51
Employee(ID9337) => Min Interval: 22, Max Interval: 37
Employee(ID9338) => Min Interval: 17, Max Interval: 50
Employee(ID9339) => Min Interval: 17, Max Interval: 29
Employee(ID9341) => Min Interval: 30, Max Interval: 38
Employee(ID9342) => Min Interval: 23, Max Interval: 47
Employee(ID9345) => Min Interval: 37, Max Interval: 48
Employee(ID9347) => Min Interval: 3, Max Interval: 51
Employee(ID9348) => Min Interval: 17, Max Interval: 35
Employee(ID9350) => Min Interval: 25, Max Interval: 43
Employee(ID9352) => Min Interval: 10, Max Interval: 47
Employee(ID9353) => Min Interval: 36, Max Interval: 47
Employee(ID9354) => Min Interval: 6, Max Interval: 50
Employee(ID9357) => Min Interval: 16, Max Interval: 38
Employee(ID9358) => Min Interval: 27, Max Interval: 35
Employee(ID9359) => Min Interval: 4, Max Interval: 50
Employee(ID9365) => Min Interval: 21, Max Interval: 37
Employee(ID9367) => Min Interval: 24, Max Interval: 38
Employee(ID9368) => Min Interval: 11, Max Interval: 24
Employee(ID9370) => Min Interval: 6, Max Interval: 46
Employee(ID9372) => Min Interval: 17, Max Interval: 42
Employee(ID9374) => Min Interval: 9, Max Interval: 41
Employee(ID9375) => Min Interval: 3, Max Interval: 41
Employee(ID9378) => Min Interval: 11, Max Interval: 34
Employee(ID9379) => Min Interval: 12, Max Interval: 28
Employee(ID9380) => Min Interval: 7, Max Interval: 44
Employee(ID9382) => Min Interval: 25, Max Interval: 50
Employee(ID9384) => Min Interval: 12, Max Interval: 43
Employee(ID9385) => Min Interval: 25, Max Interval: 41
Employee(ID9386) => Min Interval: 22, Max Interval: 39
Employee(ID9387) => Min Interval: 22, Max Interval: 49
Employee(ID9389) => Min Interval: 30, Max Interval: 47
Employee(ID9390) => Min Interval: 22, Max Interval: 48
Employee(ID9393) => Min Interval: 9, Max Interval: 17
Employee(ID9394) => Min Interval: 21, Max Interval: 51
Employee(ID9395) => Min Interval: 10, Max Interval: 37
Employee(ID9399) => Min Interval: 25, Max Interval: 52
Employee(ID9401) => Min Interval: 9, Max Interval: 36
Employee(ID9404) => Min Interval: 12, Max Interval: 44
Employee(ID9408) => Min Interval: 29, Max Interval: 42
Employee(ID9410) => Min Interval: 10, Max Interval: 38
Employee(ID9411) => Min Interval: 9, Max Interval: 36
Employee(ID9412) => Min Interval: 35, Max Interval: 49
Employee(ID9416) => Min Interval: 14, Max Interval: 45
Employee(ID9419) => Min Interval: 12, Max Interval: 32
Employee(ID9420) => Min Interval: 16, Max Interval: 40
Employee(ID9421) => Min Interval: 12, Max Interval: 40
Employee(ID9422) => Min Interval: 3, Max Interval: 99
Employee(ID9423) => Min Interval: 1, Max Interval: 50
Employee(ID9427) => Min Interval: 10, Max Interval: 33
Employee(ID9428) => Min Interval: 8, Max Interval: 50
Employee(ID9430) => Min Interval: 17, Max Interval: 38
Employee(ID9437) => Min Interval: 13, Max Interval: 28
Employee(ID9438) => Min Interval: 28, Max Interval: 47
Employee(ID9439) => Min Interval: 3, Max Interval: 32
Employee(ID9441) => Min Interval: 40, Max Interval: 50
Employee(ID9446) => Min Interval: 15, Max Interval: 39
Employee(ID9450) => Min Interval: 8, Max Interval: 48
Employee(ID9457) => Min Interval: 12, Max Interval: 33
Employee(ID9458) => Min Interval: 5, Max Interval: 52
Employee(ID9463) => Min Interval: 23, Max Interval: 50
Employee(ID9464) => Min Interval: 12, Max Interval: 28
Employee(ID9466) => Min Interval: 13, Max Interval: 46
Employee(ID9469) => Min Interval: 43, Max Interval: 44
Employee(ID9471) => Min Interval: 23, Max Interval: 40
Employee(ID9474) => Min Interval: 10, Max Interval: 46
Employee(ID9478) => Min Interval: 23, Max Interval: 34
Employee(ID9483) => Min Interval: 17, Max Interval: 48
Employee(ID9484) => Min Interval: 0, Max Interval: 99
Employee(ID9486) => Min Interval: 13, Max Interval: 49
Employee(ID9487) => Min Interval: 6, Max Interval: 47
Employee(ID9489) => Min Interval: 30, Max Interval: 48
Employee(ID9492) => Min Interval: 26, Max Interval: 40
Employee(ID9494) => Min Interval: 16, Max Interval: 55
Employee(ID9495) => Min Interval: 19, Max Interval: 48
Employee(ID9499) => Min Interval: 15, Max Interval: 49
Employee(ID9502) => Min Interval: 1, Max Interval: 54
Employee(ID9503) => Min Interval: 20, Max Interval: 51
Employee(ID9507) => Min Interval: 11, Max Interval: 51
Employee(ID9509) => Min Interval: 6, Max Interval: 52
Employee(ID9513) => Min Interval: 9, Max Interval: 41
Employee(ID9514) => Min Interval: 19, Max Interval: 50
Employee(ID9516) => Min Interval: 8, Max Interval: 50
Employee(ID9518) => Min Interval: 36, Max Interval: 51
Employee(ID9520) => Min Interval: 18, Max Interval: 46
Employee(ID9521) => Min Interval: 42, Max Interval: 43
Employee(ID9523) => Min Interval: 32, Max Interval: 50
Employee(ID9526) => Min Interval: 21, Max Interval: 51
Employee(ID9527) => Min Interval: 5, Max Interval: 52
Employee(ID9528) => Min Interval: 8, Max Interval: 22
Employee(ID9530) => Min Interval: 16, Max Interval: 25
Employee(ID9536) => Min Interval: 1, Max Interval: 99
Employee(ID9539) => Min Interval: 37, Max Interval: 37
Employee(ID9542) => Min Interval: 15, Max Interval: 47
Employee(ID9549) => Min Interval: 15, Max Interval: 36
Employee(ID9552) => Min Interval: 13, Max Interval: 37
Employee(ID9560) => Min Interval: 0, Max Interval: 32
Employee(ID9561) => Min Interval: 11, Max Interval: 41
Employee(ID9562) => Min Interval: 7, Max Interval: 53
Employee(ID9563) => Min Interval: 21, Max Interval: 48
Employee(ID9565) => Min Interval: 18, Max Interval: 38
Employee(ID9577) => Min Interval: 23, Max Interval: 37
Employee(ID9578) => Min Interval: 12, Max Interval: 32
Employee(ID9579) => Min Interval: 11, Max Interval: 42
Employee(ID9580) => Min Interval: 16, Max Interval: 50
Employee(ID9581) => Min Interval: 19, Max Interval: 36
Employee(ID9582) => Min Interval: 16, Max Interval: 36
Employee(ID9586) => Min Interval: 22, Max Interval: 45
Employee(ID9587) => Min Interval: 10, Max Interval: 36
Employee(ID9589) => Min Interval: 11, Max Interval: 25
Employee(ID9594) => Min Interval: 10, Max Interval: 43
Employee(ID9598) => Min Interval: 23, Max Interval: 37
Employee(ID9601) => Min Interval: 37, Max Interval: 47
Employee(ID9604) => Min Interval: 31, Max Interval: 42
Employee(ID9607) => Min Interval: 3, Max Interval: 41
Employee(ID9610) => Min Interval: 8, Max Interval: 49
Employee(ID9614) => Min Interval: 10, Max Interval: 48
Employee(ID9619) => Min Interval: 14, Max Interval: 34
Employee(ID9623) => Min Interval: 17, Max Interval: 49
Employee(ID9625) => Min Interval: 0, Max Interval: 42
Employee(ID9626) => Min Interval: 14, Max Interval: 41
Employee(ID9630) => Min Interval: 8, Max Interval: 51
Employee(ID9633) => Min Interval: 11, Max Interval: 45
Employee(ID9635) => Min Interval: 16, Max Interval: 48
Employee(ID9636) => Min Interval: 41, Max Interval: 51
Employee(ID9637) => Min Interval: 26, Max Interval: 42
Employee(ID9638) => Min Interval: 9, Max Interval: 44
Employee(ID9639) => Min Interval: 8, Max Interval: 33
Employee(ID9640) => Min Interval: 31, Max Interval: 47
Employee(ID9641) => Min Interval: 8, Max Interval: 30
Employee(ID9642) => Min Interval: 14, Max Interval: 29
Employee(ID9643) => Min Interval: 22, Max Interval: 34
Employee(ID9644) => Min Interval: 23, Max Interval: 50
Employee(ID9648) => Min Interval: 9, Max Interval: 49
Employee(ID9650) => Min Interval: 14, Max Interval: 40
Employee(ID9651) => Min Interval: 20, Max Interval: 40
Employee(ID9652) => Min Interval: 39, Max Interval: 50
Employee(ID9659) => Min Interval: 12, Max Interval: 35
Employee(ID9669) => Min Interval: 15, Max Interval: 52
Employee(ID9674) => Min Interval: 4, Max Interval: 48
Employee(ID9675) => Min Interval: 26, Max Interval: 37
Employee(ID9676) => Min Interval: 8, Max Interval: 45
Employee(ID9677) => Min Interval: 12, Max Interval: 21
Employee(ID9682) => Min Interval: 18, Max Interval: 49
Employee(ID9687) => Min Interval: 34, Max Interval: 45
Employee(ID9688) => Min Interval: 18, Max Interval: 50
Employee(ID9694) => Min Interval: 23, Max Interval: 49
Employee(ID9696) => Min Interval: 19, Max Interval: 51
Employee(ID9697) => Min Interval: 23, Max Interval: 50
Employee(ID9698) => Min Interval: 33, Max Interval: 44
Employee(ID9703) => Min Interval: 30, Max Interval: 41
Employee(ID9704) => Min Interval: 10, Max Interval: 31
Employee(ID9712) => Min Interval: 21, Max Interval: 49
Employee(ID9713) => Min Interval: 8, Max Interval: 34
Employee(ID9719) => Min Interval: 9, Max Interval: 24
Employee(ID9721) => Min Interval: 3, Max Interval: 42
Employee(ID9724) => Min Interval: 16, Max Interval: 43
Employee(ID9731) => Min Interval: 11, Max Interval: 49
Employee(ID9734) => Min Interval: 22, Max Interval: 31
Employee(ID9735) => Min Interval: 9, Max Interval: 50
Employee(ID9738) => Min Interval: 15, Max Interval: 44
Employee(ID9739) => Min Interval: 18, Max Interval: 53
Employee(ID9740) => Min Interval: 18, Max Interval: 47
Employee(ID9751) => Min Interval: 21, Max Interval: 51
Employee(ID9758) => Min Interval: 8, Max Interval: 49
Employee(ID9763) => Min Interval: 11, Max Interval: 42
Employee(ID9765) => Min Interval: 26, Max Interval: 35
Employee(ID9772) => Min Interval: 34, Max Interval: 51
Employee(ID9775) => Min Interval: 9, Max Interval: 51
Employee(ID9777) => Min Interval: 13, Max Interval: 39
Employee(ID9781) => Min Interval: 28, Max Interval: 46
Employee(ID9782) => Min Interval: 16, Max Interval: 24
Employee(ID9784) => Min Interval: 11, Max Interval: 34
Employee(ID9790) => Min Interval: 21, Max Interval: 33
Employee(ID9791) => Min Interval: 11, Max Interval: 40
Employee(ID9792) => Min Interval: 16, Max Interval: 35
Employee(ID9794) => Min Interval: 12, Max Interval: 20
Employee(ID9798) => Min Interval: 20, Max Interval: 41
Employee(ID9799) => Min Interval: 14, Max Interval: 32
Employee(ID9801) => Min Interval: 4, Max Interval: 45
Employee(ID9804) => Min Interval: 29, Max Interval: 49
Employee(ID9808) => Min Interval: 12, Max Interval: 33
Employee(ID9814) => Min Interval: 2, Max Interval: 47
Employee(ID9818) => Min Interval: 10, Max Interval: 28
Employee(ID9825) => Min Interval: 29, Max Interval: 41
Employee(ID9828) => Min Interval: 13, Max Interval: 52
Employee(ID9829) => Min Interval: 16, Max Interval: 52
Employee(ID9831) => Min Interval: 19, Max Interval: 34
Employee(ID9832) => Min Interval: 17, Max Interval: 50
Employee(ID9833) => Min Interval: 24, Max Interval: 51
Employee(ID9837) => Min Interval: 17, Max Interval: 38
Employee(ID9839) => Min Interval: 9, Max Interval: 44
Employee(ID9841) => Min Interval: 28, Max Interval: 28
Employee(ID9847) => Min Interval: 11, Max Interval: 40
Employee(ID9849) => Min Interval: 26, Max Interval: 44
Employee(ID9850) => Min Interval: 14, Max Interval: 49
Employee(ID9864) => Min Interval: 23, Max Interval: 51
Employee(ID9865) => Min Interval: 10, Max Interval: 43
Employee(ID9866) => Min Interval: 14, Max Interval: 44
Employee(ID9881) => Min Interval: 16, Max Interval: 46
Employee(ID9891) => Min Interval: 34, Max Interval: 34
Employee(ID9894) => Min Interval: 10, Max Interval: 49
Employee(ID9900) => Min Interval: 8, Max Interval: 44
Employee(ID9913) => Min Interval: 9, Max Interval: 44
Employee(ID9942) => Min Interval: 17, Max Interval: 35
Employee(ID9947) => Min Interval: 1, Max Interval: 99
Employee(ID9950) => Min Interval: 0, Max Interval: 99
Employee(ID9951) => Min Interval: 7, Max Interval: 52
Employee(ID9952) => Min Interval: 18, Max Interval: 40
Employee(ID9954) => Min Interval: 4, Max Interval: 51
Employee(ID9955) => Min Interval: 9, Max Interval: 54
Employee(ID9959) => Min Interval: 11, Max Interval: 38
Employee(ID9960) => Min Interval: 21, Max Interval: 39
Employee(ID9962) => Min Interval: 0, Max Interval: 99
Employee(ID9963) => Min Interval: 26, Max Interval: 40
Employee(ID9965) => Min Interval: 3, Max Interval: 52
Employee(ID9966) => Min Interval: 30, Max Interval: 43
Employee(ID9968) => Min Interval: 17, Max Interval: 53
Employee(ID9969) => Min Interval: 35, Max Interval: 51
Employee(ID9972) => Min Interval: 42, Max Interval: 51
Employee(ID9975) => Min Interval: 10, Max Interval: 44
Employee(ID9976) => Min Interval: 9, Max Interval: 51
Employee(ID9978) => Min Interval: 12, Max Interval: 46
Employee(ID9981) => Min Interval: 7, Max Interval: 53
Employee(ID9982) => Min Interval: 15, Max Interval: 25
Employee(ID9986) => Min Interval: 1, Max Interval: 99
Employee(ID9988) => Min Interval: 7, Max Interval: 54
Employee(ID9989) => Min Interval: 23, Max Interval: 49
Employee(ID9990) => Min Interval: 17, Max Interval: 27
Employee(ID9992) => Min Interval: 12, Max Interval: 33
