Stored fact information:
AssociateProfessorCandidate(ID0) => Min Interval: 36, Max Interval: 39
AssociateProfessorCandidate(ID9122) => Min Interval: 21, Max Interval: 48
AssociateProfessorCandidate(ID9124) => Min Interval: 13, Max Interval: 53
AssociateProfessorCandidate(ID9131) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID9134) => Min Interval: 24, Max Interval: 34
AssociateProfessorCandidate(ID9138) => Min Interval: 18, Max Interval: 37
AssociateProfessorCandidate(ID9139) => Min Interval: 42, Max Interval: 48
AssociateProfessorCandidate(ID9141) => Min Interval: 45, Max Interval: 47
AssociateProfessorCandidate(ID9144) => Min Interval: 19, Max Interval: 26
AssociateProfessorCandidate(ID9146) => Min Interval: 18, Max Interval: 31
AssociateProfessorCandidate(ID9148) => Min Interval: 27, Max Interval: 45
AssociateProfessorCandidate(ID9149) => Min Interval: 23, Max Interval: 53
AssociateProfessorCandidate(ID9150) => Min Interval: 3, Max Interval: 41
AssociateProfessorCandidate(ID9151) => Min Interval: 7, Max Interval: 33
AssociateProfessorCandidate(ID9152) => Min Interval: 16, Max Interval: 44
AssociateProfessorCandidate(ID9153) => Min Interval: 21, Max Interval: 54
AssociateProfessorCandidate(ID9155) => Min Interval: 15, Max Interval: 48
AssociateProfessorCandidate(ID9156) => Min Interval: 18, Max Interval: 27
AssociateProfessorCandidate(ID9160) => Min Interval: 7, Max Interval: 47
AssociateProfessorCandidate(ID9161) => Min Interval: 15, Max Interval: 42
AssociateProfessorCandidate(ID9163) => Min Interval: 7, Max Interval: 50
AssociateProfessorCandidate(ID9164) => Min Interval: 14, Max Interval: 43
AssociateProfessorCandidate(ID9166) => Min Interval: 36, Max Interval: 41
AssociateProfessorCandidate(ID9168) => Min Interval: 20, Max Interval: 23
AssociateProfessorCandidate(ID9174) => Min Interval: 15, Max Interval: 49
AssociateProfessorCandidate(ID9179) => Min Interval: 10, Max Interval: 47
AssociateProfessorCandidate(ID9180) => Min Interval: 12, Max Interval: 49
AssociateProfessorCandidate(ID9183) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID9185) => Min Interval: 11, Max Interval: 50
AssociateProfessorCandidate(ID9186) => Min Interval: 17, Max Interval: 46
AssociateProfessorCandidate(ID9190) => Min Interval: 23, Max Interval: 48
AssociateProfessorCandidate(ID9191) => Min Interval: 33, Max Interval: 51
AssociateProfessorCandidate(ID9194) => Min Interval: 21, Max Interval: 40
AssociateProfessorCandidate(ID9195) => Min Interval: 27, Max Interval: 46
AssociateProfessorCandidate(ID9198) => Min Interval: 14, Max Interval: 22
AssociateProfessorCandidate(ID9200) => Min Interval: 22, Max Interval: 43
AssociateProfessorCandidate(ID9202) => Min Interval: 9, Max Interval: 52
AssociateProfessorCandidate(ID9204) => Min Interval: 19, Max Interval: 30
AssociateProfessorCandidate(ID9205) => Min Interval: 39, Max Interval: 44
AssociateProfessorCandidate(ID9207) => Min Interval: 11, Max Interval: 52
AssociateProfessorCandidate(ID9208) => Min Interval: 25, Max Interval: 49
AssociateProfessorCandidate(ID9211) => Min Interval: 11, Max Interval: 48
AssociateProfessorCandidate(ID9214) => Min Interval: 38, Max Interval: 46
AssociateProfessorCandidate(ID9219) => Min Interval: 21, Max Interval: 46
AssociateProfessorCandidate(ID9221) => Min Interval: 14, Max Interval: 30
AssociateProfessorCandidate(ID9223) => Min Interval: 27, Max Interval: 44
AssociateProfessorCandidate(ID9226) => Min Interval: 13, Max Interval: 48
AssociateProfessorCandidate(ID9227) => Min Interval: 15, Max Interval: 38
AssociateProfessorCandidate(ID9228) => Min Interval: 15, Max Interval: 34
AssociateProfessorCandidate(ID9230) => Min Interval: 16, Max Interval: 48
AssociateProfessorCandidate(ID9231) => Min Interval: 9, Max Interval: 51
AssociateProfessorCandidate(ID9232) => Min Interval: 17, Max Interval: 31
AssociateProfessorCandidate(ID9235) => Min Interval: 10, Max Interval: 50
AssociateProfessorCandidate(ID9238) => Min Interval: 44, Max Interval: 47
AssociateProfessorCandidate(ID9239) => Min Interval: 23, Max Interval: 42
AssociateProfessorCandidate(ID9240) => Min Interval: 27, Max Interval: 34
AssociateProfessorCandidate(ID9241) => Min Interval: 28, Max Interval: 43
AssociateProfessorCandidate(ID9243) => Min Interval: 11, Max Interval: 52
AssociateProfessorCandidate(ID9244) => Min Interval: 29, Max Interval: 49
AssociateProfessorCandidate(ID9245) => Min Interval: 8, Max Interval: 51
AssociateProfessorCandidate(ID9247) => Min Interval: 19, Max Interval: 44
AssociateProfessorCandidate(ID9253) => Min Interval: 30, Max Interval: 42
AssociateProfessorCandidate(ID9254) => Min Interval: 19, Max Interval: 43
AssociateProfessorCandidate(ID9258) => Min Interval: 46, Max Interval: 48
AssociateProfessorCandidate(ID9259) => Min Interval: 23, Max Interval: 31
AssociateProfessorCandidate(ID9260) => Min Interval: 6, Max Interval: 49
AssociateProfessorCandidate(ID9262) => Min Interval: 24, Max Interval: 53
AssociateProfessorCandidate(ID9265) => Min Interval: 32, Max Interval: 47
AssociateProfessorCandidate(ID9268) => Min Interval: 23, Max Interval: 23
AssociateProfessorCandidate(ID9270) => Min Interval: 15, Max Interval: 41
AssociateProfessorCandidate(ID9271) => Min Interval: 43, Max Interval: 49
AssociateProfessorCandidate(ID9274) => Min Interval: 12, Max Interval: 47
AssociateProfessorCandidate(ID9276) => Min Interval: 29, Max Interval: 45
AssociateProfessorCandidate(ID9278) => Min Interval: 22, Max Interval: 38
AssociateProfessorCandidate(ID9282) => Min Interval: 19, Max Interval: 33
AssociateProfessorCandidate(ID9285) => Min Interval: 14, Max Interval: 35
AssociateProfessorCandidate(ID9287) => Min Interval: 30, Max Interval: 42
AssociateProfessorCandidate(ID9288) => Min Interval: 18, Max Interval: 47
AssociateProfessorCandidate(ID9291) => Min Interval: 8, Max Interval: 49
AssociateProfessorCandidate(ID9295) => Min Interval: 28, Max Interval: 44
AssociateProfessorCandidate(ID9296) => Min Interval: 41, Max Interval: 43
AssociateProfessorCandidate(ID9297) => Min Interval: 27, Max Interval: 35
AssociateProfessorCandidate(ID9298) => Min Interval: 28, Max Interval: 46
AssociateProfessorCandidate(ID9301) => Min Interval: 9, Max Interval: 49
AssociateProfessorCandidate(ID9303) => Min Interval: 7, Max Interval: 52
AssociateProfessorCandidate(ID9307) => Min Interval: 20, Max Interval: 49
AssociateProfessorCandidate(ID9310) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID9312) => Min Interval: 9, Max Interval: 48
AssociateProfessorCandidate(ID9313) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID9314) => Min Interval: 15, Max Interval: 17
AssociateProfessorCandidate(ID9317) => Min Interval: 20, Max Interval: 47
AssociateProfessorCandidate(ID9320) => Min Interval: 36, Max Interval: 49
AssociateProfessorCandidate(ID9322) => Min Interval: 24, Max Interval: 45
AssociateProfessorCandidate(ID9324) => Min Interval: 12, Max Interval: 48
AssociateProfessorCandidate(ID9325) => Min Interval: 24, Max Interval: 51
AssociateProfessorCandidate(ID9326) => Min Interval: 8, Max Interval: 53
AssociateProfessorCandidate(ID9328) => Min Interval: 28, Max Interval: 45
AssociateProfessorCandidate(ID9329) => Min Interval: 24, Max Interval: 48
AssociateProfessorCandidate(ID9332) => Min Interval: 16, Max Interval: 41
AssociateProfessorCandidate(ID9333) => Min Interval: 18, Max Interval: 34
AssociateProfessorCandidate(ID9334) => Min Interval: 26, Max Interval: 49
AssociateProfessorCandidate(ID9337) => Min Interval: 28, Max Interval: 35
AssociateProfessorCandidate(ID9338) => Min Interval: 23, Max Interval: 48
AssociateProfessorCandidate(ID9339) => Min Interval: 23, Max Interval: 27
AssociateProfessorCandidate(ID9341) => Min Interval: 36, Max Interval: 36
AssociateProfessorCandidate(ID9342) => Min Interval: 29, Max Interval: 45
AssociateProfessorCandidate(ID9345) => Min Interval: 43, Max Interval: 46
AssociateProfessorCandidate(ID9347) => Min Interval: 9, Max Interval: 49
AssociateProfessorCandidate(ID9348) => Min Interval: 23, Max Interval: 33
AssociateProfessorCandidate(ID9350) => Min Interval: 31, Max Interval: 41
AssociateProfessorCandidate(ID9352) => Min Interval: 16, Max Interval: 45
AssociateProfessorCandidate(ID9353) => Min Interval: 42, Max Interval: 45
AssociateProfessorCandidate(ID9354) => Min Interval: 12, Max Interval: 48
AssociateProfessorCandidate(ID9357) => Min Interval: 22, Max Interval: 36
AssociateProfessorCandidate(ID9358) => Min Interval: 33, Max Interval: 33
AssociateProfessorCandidate(ID9359) => Min Interval: 10, Max Interval: 48
AssociateProfessorCandidate(ID9365) => Min Interval: 27, Max Interval: 35
AssociateProfessorCandidate(ID9367) => Min Interval: 30, Max Interval: 36
AssociateProfessorCandidate(ID9368) => Min Interval: 17, Max Interval: 22
AssociateProfessorCandidate(ID9370) => Min Interval: 12, Max Interval: 44
AssociateProfessorCandidate(ID9372) => Min Interval: 23, Max Interval: 40
AssociateProfessorCandidate(ID9374) => Min Interval: 15, Max Interval: 39
AssociateProfessorCandidate(ID9375) => Min Interval: 9, Max Interval: 39
AssociateProfessorCandidate(ID9378) => Min Interval: 17, Max Interval: 32
AssociateProfessorCandidate(ID9379) => Min Interval: 18, Max Interval: 26
AssociateProfessorCandidate(ID9380) => Min Interval: 13, Max Interval: 42
AssociateProfessorCandidate(ID9382) => Min Interval: 31, Max Interval: 48
AssociateProfessorCandidate(ID9384) => Min Interval: 18, Max Interval: 41
AssociateProfessorCandidate(ID9385) => Min Interval: 31, Max Interval: 39
AssociateProfessorCandidate(ID9386) => Min Interval: 28, Max Interval: 37
AssociateProfessorCandidate(ID9387) => Min Interval: 28, Max Interval: 47
AssociateProfessorCandidate(ID9389) => Min Interval: 36, Max Interval: 45
AssociateProfessorCandidate(ID9390) => Min Interval: 28, Max Interval: 46
AssociateProfessorCandidate(ID9393) => Min Interval: 15, Max Interval: 15
AssociateProfessorCandidate(ID9394) => Min Interval: 27, Max Interval: 49
AssociateProfessorCandidate(ID9395) => Min Interval: 16, Max Interval: 35
AssociateProfessorCandidate(ID9399) => Min Interval: 31, Max Interval: 50
AssociateProfessorCandidate(ID9401) => Min Interval: 15, Max Interval: 34
AssociateProfessorCandidate(ID9404) => Min Interval: 18, Max Interval: 42
AssociateProfessorCandidate(ID9408) => Min Interval: 35, Max Interval: 40
AssociateProfessorCandidate(ID9410) => Min Interval: 16, Max Interval: 36
AssociateProfessorCandidate(ID9411) => Min Interval: 15, Max Interval: 34
AssociateProfessorCandidate(ID9412) => Min Interval: 41, Max Interval: 47
AssociateProfessorCandidate(ID9416) => Min Interval: 20, Max Interval: 43
AssociateProfessorCandidate(ID9419) => Min Interval: 18, Max Interval: 30
AssociateProfessorCandidate(ID9420) => Min Interval: 22, Max Interval: 38
AssociateProfessorCandidate(ID9421) => Min Interval: 18, Max Interval: 38
AssociateProfessorCandidate(ID9423) => Min Interval: 7, Max Interval: 48
AssociateProfessorCandidate(ID9427) => Min Interval: 16, Max Interval: 31
AssociateProfessorCandidate(ID9428) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID9430) => Min Interval: 23, Max Interval: 36
AssociateProfessorCandidate(ID9437) => Min Interval: 19, Max Interval: 26
AssociateProfessorCandidate(ID9438) => Min Interval: 34, Max Interval: 45
AssociateProfessorCandidate(ID9439) => Min Interval: 9, Max Interval: 30
AssociateProfessorCandidate(ID9441) => Min Interval: 46, Max Interval: 48
AssociateProfessorCandidate(ID9446) => Min Interval: 21, Max Interval: 37
AssociateProfessorCandidate(ID9450) => Min Interval: 14, Max Interval: 46
AssociateProfessorCandidate(ID9457) => Min Interval: 18, Max Interval: 31
AssociateProfessorCandidate(ID9458) => Min Interval: 11, Max Interval: 50
AssociateProfessorCandidate(ID9463) => Min Interval: 29, Max Interval: 48
AssociateProfessorCandidate(ID9464) => Min Interval: 18, Max Interval: 26
AssociateProfessorCandidate(ID9466) => Min Interval: 19, Max Interval: 44
AssociateProfessorCandidate(ID9471) => Min Interval: 29, Max Interval: 38
AssociateProfessorCandidate(ID9474) => Min Interval: 16, Max Interval: 44
AssociateProfessorCandidate(ID9478) => Min Interval: 29, Max Interval: 32
AssociateProfessorCandidate(ID9483) => Min Interval: 23, Max Interval: 46
AssociateProfessorCandidate(ID9484) => Min Interval: 13, Max Interval: 43
AssociateProfessorCandidate(ID9486) => Min Interval: 19, Max Interval: 47
AssociateProfessorCandidate(ID9487) => Min Interval: 12, Max Interval: 45
AssociateProfessorCandidate(ID9489) => Min Interval: 36, Max Interval: 46
AssociateProfessorCandidate(ID9492) => Min Interval: 32, Max Interval: 38
AssociateProfessorCandidate(ID9494) => Min Interval: 22, Max Interval: 53
AssociateProfessorCandidate(ID9495) => Min Interval: 40, Max Interval: 46
AssociateProfessorCandidate(ID9499) => Min Interval: 21, Max Interval: 47
AssociateProfessorCandidate(ID9502) => Min Interval: 7, Max Interval: 52
AssociateProfessorCandidate(ID9503) => Min Interval: 26, Max Interval: 49
AssociateProfessorCandidate(ID9507) => Min Interval: 17, Max Interval: 49
AssociateProfessorCandidate(ID9509) => Min Interval: 12, Max Interval: 50
AssociateProfessorCandidate(ID9513) => Min Interval: 15, Max Interval: 39
AssociateProfessorCandidate(ID9514) => Min Interval: 25, Max Interval: 48
AssociateProfessorCandidate(ID9516) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID9518) => Min Interval: 42, Max Interval: 49
AssociateProfessorCandidate(ID9520) => Min Interval: 24, Max Interval: 44
AssociateProfessorCandidate(ID9523) => Min Interval: 38, Max Interval: 48
AssociateProfessorCandidate(ID9526) => Min Interval: 27, Max Interval: 49
AssociateProfessorCandidate(ID9527) => Min Interval: 11, Max Interval: 50
AssociateProfessorCandidate(ID9528) => Min Interval: 14, Max Interval: 20
AssociateProfessorCandidate(ID9530) => Min Interval: 22, Max Interval: 23
AssociateProfessorCandidate(ID9536) => Min Interval: 2, Max Interval: 15
AssociateProfessorCandidate(ID9542) => Min Interval: 21, Max Interval: 45
AssociateProfessorCandidate(ID9549) => Min Interval: 21, Max Interval: 34
AssociateProfessorCandidate(ID9552) => Min Interval: 19, Max Interval: 35
AssociateProfessorCandidate(ID9560) => Min Interval: 6, Max Interval: 30
AssociateProfessorCandidate(ID9561) => Min Interval: 17, Max Interval: 39
AssociateProfessorCandidate(ID9562) => Min Interval: 13, Max Interval: 51
AssociateProfessorCandidate(ID9563) => Min Interval: 27, Max Interval: 46
AssociateProfessorCandidate(ID9565) => Min Interval: 24, Max Interval: 36
AssociateProfessorCandidate(ID9577) => Min Interval: 29, Max Interval: 35
AssociateProfessorCandidate(ID9578) => Min Interval: 18, Max Interval: 30
AssociateProfessorCandidate(ID9579) => Min Interval: 17, Max Interval: 40
AssociateProfessorCandidate(ID9580) => Min Interval: 22, Max Interval: 48
AssociateProfessorCandidate(ID9581) => Min Interval: 25, Max Interval: 34
AssociateProfessorCandidate(ID9582) => Min Interval: 22, Max Interval: 34
AssociateProfessorCandidate(ID9586) => Min Interval: 28, Max Interval: 43
AssociateProfessorCandidate(ID9587) => Min Interval: 16, Max Interval: 34
AssociateProfessorCandidate(ID9589) => Min Interval: 17, Max Interval: 23
AssociateProfessorCandidate(ID9594) => Min Interval: 16, Max Interval: 41
AssociateProfessorCandidate(ID9598) => Min Interval: 29, Max Interval: 35
AssociateProfessorCandidate(ID9601) => Min Interval: 43, Max Interval: 45
AssociateProfessorCandidate(ID9604) => Min Interval: 37, Max Interval: 40
AssociateProfessorCandidate(ID9607) => Min Interval: 9, Max Interval: 22
AssociateProfessorCandidate(ID9610) => Min Interval: 14, Max Interval: 47
AssociateProfessorCandidate(ID9614) => Min Interval: 16, Max Interval: 46
AssociateProfessorCandidate(ID9619) => Min Interval: 20, Max Interval: 32
AssociateProfessorCandidate(ID9623) => Min Interval: 23, Max Interval: 47
AssociateProfessorCandidate(ID9625) => Min Interval: 6, Max Interval: 40
AssociateProfessorCandidate(ID9626) => Min Interval: 20, Max Interval: 39
AssociateProfessorCandidate(ID9630) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID9633) => Min Interval: 17, Max Interval: 43
AssociateProfessorCandidate(ID9635) => Min Interval: 22, Max Interval: 46
AssociateProfessorCandidate(ID9636) => Min Interval: 47, Max Interval: 49
AssociateProfessorCandidate(ID9637) => Min Interval: 32, Max Interval: 40
AssociateProfessorCandidate(ID9638) => Min Interval: 15, Max Interval: 42
AssociateProfessorCandidate(ID9639) => Min Interval: 14, Max Interval: 31
AssociateProfessorCandidate(ID9640) => Min Interval: 37, Max Interval: 45
AssociateProfessorCandidate(ID9641) => Min Interval: 14, Max Interval: 28
AssociateProfessorCandidate(ID9642) => Min Interval: 20, Max Interval: 27
AssociateProfessorCandidate(ID9643) => Min Interval: 28, Max Interval: 32
AssociateProfessorCandidate(ID9644) => Min Interval: 29, Max Interval: 48
AssociateProfessorCandidate(ID9648) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID9650) => Min Interval: 20, Max Interval: 38
AssociateProfessorCandidate(ID9651) => Min Interval: 26, Max Interval: 38
AssociateProfessorCandidate(ID9652) => Min Interval: 45, Max Interval: 48
