Stored fact information:
Publication(ID12) => Min Interval: 5, Max Interval: 49
Publication(ID9293) => Min Interval: 3, Max Interval: 43
Publication(ID9294) => Min Interval: 3, Max Interval: 50
Publication(ID9299) => Min Interval: 2, Max Interval: 48
Publication(ID9300) => Min Interval: 9, Max Interval: 49
Publication(ID9302) => Min Interval: 0, Max Interval: 50
Publication(ID9305) => Min Interval: 5, Max Interval: 38
Publication(ID9306) => Min Interval: 2, Max Interval: 44
Publication(ID9311) => Min Interval: 4, Max Interval: 50
Publication(ID9315) => Min Interval: 2, Max Interval: 34
Publication(ID9318) => Min Interval: 2, Max Interval: 43
Publication(ID9319) => Min Interval: 7, Max Interval: 43
Publication(ID9321) => Min Interval: 3, Max Interval: 47
Publication(ID9327) => Min Interval: 8, Max Interval: 38
Publication(ID9335) => Min Interval: 0, Max Interval: 49
Publication(ID9340) => Min Interval: 5, Max Interval: 49
Publication(ID9346) => Min Interval: 3, Max Interval: 48
Publication(ID9351) => Min Interval: 7, Max Interval: 49
Publication(ID9356) => Min Interval: 3, Max Interval: 43
Publication(ID9360) => Min Interval: 10, Max Interval: 49
Publication(ID9361) => Min Interval: 2, Max Interval: 46
Publication(ID9362) => Min Interval: 10, Max Interval: 42
Publication(ID9364) => Min Interval: 1, Max Interval: 45
Publication(ID9366) => Min Interval: 0, Max Interval: 41
Publication(ID9369) => Min Interval: 1, Max Interval: 38
Publication(ID9371) => Min Interval: 0, Max Interval: 39
Publication(ID9373) => Min Interval: 0, Max Interval: 43
Publication(ID9376) => Min Interval: 1, Max Interval: 49
Publication(ID9377) => Min Interval: 10, Max Interval: 48
Publication(ID9383) => Min Interval: 2, Max Interval: 39
Publication(ID9391) => Min Interval: 1, Max Interval: 45
Publication(ID9396) => Min Interval: 17, Max Interval: 48
Publication(ID9398) => Min Interval: 18, Max Interval: 50
Publication(ID9402) => Min Interval: 1, Max Interval: 48
Publication(ID9403) => Min Interval: 12, Max Interval: 47
Publication(ID9407) => Min Interval: 1, Max Interval: 28
Publication(ID9409) => Min Interval: 1, Max Interval: 48
Publication(ID9414) => Min Interval: 6, Max Interval: 48
Publication(ID9415) => Min Interval: 3, Max Interval: 50
Publication(ID9418) => Min Interval: 0, Max Interval: 50
Publication(ID9424) => Min Interval: 0, Max Interval: 47
Publication(ID9425) => Min Interval: 0, Max Interval: 42
Publication(ID9426) => Min Interval: 1, Max Interval: 49
Publication(ID9429) => Min Interval: 2, Max Interval: 45
Publication(ID9431) => Min Interval: 8, Max Interval: 35
Publication(ID9435) => Min Interval: 8, Max Interval: 46
Publication(ID9440) => Min Interval: 2, Max Interval: 37
Publication(ID9443) => Min Interval: 2, Max Interval: 27
Publication(ID9444) => Min Interval: 6, Max Interval: 50
Publication(ID9445) => Min Interval: 11, Max Interval: 43
Publication(ID9447) => Min Interval: 3, Max Interval: 47
Publication(ID9448) => Min Interval: 10, Max Interval: 46
Publication(ID9449) => Min Interval: 0, Max Interval: 49
Publication(ID9451) => Min Interval: 0, Max Interval: 50
Publication(ID9452) => Min Interval: 10, Max Interval: 49
Publication(ID9453) => Min Interval: 2, Max Interval: 43
Publication(ID9454) => Min Interval: 1, Max Interval: 44
Publication(ID9455) => Min Interval: 7, Max Interval: 44
Publication(ID9456) => Min Interval: 2, Max Interval: 45
Publication(ID9459) => Min Interval: 1, Max Interval: 47
Publication(ID9460) => Min Interval: 1, Max Interval: 46
Publication(ID9461) => Min Interval: 3, Max Interval: 50
Publication(ID9462) => Min Interval: 3, Max Interval: 45
Publication(ID9465) => Min Interval: 11, Max Interval: 49
Publication(ID9467) => Min Interval: 5, Max Interval: 50
Publication(ID9468) => Min Interval: 7, Max Interval: 49
Publication(ID9473) => Min Interval: 0, Max Interval: 49
Publication(ID9475) => Min Interval: 4, Max Interval: 43
Publication(ID9476) => Min Interval: 15, Max Interval: 49
Publication(ID9477) => Min Interval: 1, Max Interval: 48
Publication(ID9479) => Min Interval: 0, Max Interval: 42
Publication(ID9481) => Min Interval: 3, Max Interval: 46
Publication(ID9488) => Min Interval: 3, Max Interval: 50
Publication(ID9491) => Min Interval: 4, Max Interval: 30
Publication(ID9493) => Min Interval: 4, Max Interval: 46
Publication(ID9497) => Min Interval: 0, Max Interval: 43
Publication(ID9498) => Min Interval: 1, Max Interval: 50
Publication(ID9501) => Min Interval: 2, Max Interval: 47
Publication(ID9504) => Min Interval: 5, Max Interval: 50
Publication(ID9505) => Min Interval: 2, Max Interval: 46
Publication(ID9506) => Min Interval: 0, Max Interval: 49
Publication(ID9508) => Min Interval: 3, Max Interval: 50
Publication(ID9510) => Min Interval: 6, Max Interval: 48
Publication(ID9511) => Min Interval: 4, Max Interval: 48
Publication(ID9512) => Min Interval: 0, Max Interval: 46
Publication(ID9517) => Min Interval: 1, Max Interval: 42
Publication(ID9519) => Min Interval: 0, Max Interval: 50
Publication(ID9522) => Min Interval: 7, Max Interval: 50
Publication(ID9525) => Min Interval: 0, Max Interval: 50
Publication(ID9529) => Min Interval: 4, Max Interval: 41
Publication(ID9531) => Min Interval: 2, Max Interval: 41
Publication(ID9532) => Min Interval: 7, Max Interval: 40
Publication(ID9533) => Min Interval: 2, Max Interval: 43
Publication(ID9534) => Min Interval: 14, Max Interval: 35
Publication(ID9535) => Min Interval: 2, Max Interval: 50
Publication(ID9537) => Min Interval: 6, Max Interval: 47
Publication(ID9538) => Min Interval: 0, Max Interval: 43
Publication(ID9544) => Min Interval: 6, Max Interval: 45
Publication(ID9546) => Min Interval: 0, Max Interval: 42
Publication(ID9550) => Min Interval: 3, Max Interval: 49
Publication(ID9551) => Min Interval: 4, Max Interval: 46
Publication(ID9553) => Min Interval: 15, Max Interval: 48
Publication(ID9555) => Min Interval: 1, Max Interval: 47
Publication(ID9556) => Min Interval: 2, Max Interval: 50
Publication(ID9557) => Min Interval: 1, Max Interval: 46
Publication(ID9558) => Min Interval: 0, Max Interval: 46
Publication(ID9559) => Min Interval: 16, Max Interval: 38
Publication(ID9566) => Min Interval: 3, Max Interval: 49
Publication(ID9568) => Min Interval: 20, Max Interval: 50
Publication(ID9569) => Min Interval: 0, Max Interval: 34
Publication(ID9570) => Min Interval: 8, Max Interval: 50
Publication(ID9572) => Min Interval: 8, Max Interval: 49
Publication(ID9573) => Min Interval: 8, Max Interval: 47
Publication(ID9574) => Min Interval: 5, Max Interval: 50
Publication(ID9575) => Min Interval: 0, Max Interval: 43
Publication(ID9576) => Min Interval: 6, Max Interval: 35
Publication(ID9584) => Min Interval: 5, Max Interval: 50
Publication(ID9585) => Min Interval: 6, Max Interval: 48
Publication(ID9588) => Min Interval: 12, Max Interval: 44
Publication(ID9590) => Min Interval: 3, Max Interval: 49
Publication(ID9593) => Min Interval: 3, Max Interval: 42
Publication(ID9596) => Min Interval: 3, Max Interval: 38
Publication(ID9600) => Min Interval: 8, Max Interval: 48
Publication(ID9602) => Min Interval: 2, Max Interval: 49
Publication(ID9603) => Min Interval: 0, Max Interval: 46
Publication(ID9605) => Min Interval: 1, Max Interval: 45
Publication(ID9606) => Min Interval: 4, Max Interval: 46
Publication(ID9608) => Min Interval: 0, Max Interval: 39
Publication(ID9609) => Min Interval: 3, Max Interval: 46
Publication(ID9611) => Min Interval: 2, Max Interval: 50
Publication(ID9612) => Min Interval: 5, Max Interval: 46
Publication(ID9613) => Min Interval: 0, Max Interval: 38
Publication(ID9615) => Min Interval: 3, Max Interval: 47
Publication(ID9616) => Min Interval: 2, Max Interval: 43
Publication(ID9617) => Min Interval: 4, Max Interval: 46
Publication(ID9621) => Min Interval: 0, Max Interval: 40
Publication(ID9622) => Min Interval: 0, Max Interval: 46
Publication(ID9624) => Min Interval: 0, Max Interval: 30
Publication(ID9628) => Min Interval: 10, Max Interval: 46
Publication(ID9629) => Min Interval: 0, Max Interval: 49
Publication(ID9631) => Min Interval: 4, Max Interval: 48
Publication(ID9634) => Min Interval: 1, Max Interval: 41
Publication(ID9646) => Min Interval: 0, Max Interval: 48
Publication(ID9647) => Min Interval: 2, Max Interval: 47
Publication(ID9653) => Min Interval: 0, Max Interval: 50
Publication(ID9657) => Min Interval: 0, Max Interval: 46
Publication(ID9660) => Min Interval: 0, Max Interval: 50
Publication(ID9661) => Min Interval: 2, Max Interval: 49
Publication(ID9662) => Min Interval: 0, Max Interval: 46
Publication(ID9666) => Min Interval: 0, Max Interval: 50
Publication(ID9667) => Min Interval: 9, Max Interval: 50
Publication(ID9668) => Min Interval: 1, Max Interval: 48
Publication(ID9670) => Min Interval: 5, Max Interval: 47
Publication(ID9671) => Min Interval: 2, Max Interval: 47
Publication(ID9678) => Min Interval: 0, Max Interval: 49
Publication(ID9681) => Min Interval: 0, Max Interval: 36
Publication(ID9683) => Min Interval: 3, Max Interval: 44
Publication(ID9684) => Min Interval: 7, Max Interval: 49
Publication(ID9685) => Min Interval: 8, Max Interval: 46
Publication(ID9689) => Min Interval: 2, Max Interval: 49
Publication(ID9690) => Min Interval: 2, Max Interval: 46
Publication(ID9692) => Min Interval: 2, Max Interval: 35
Publication(ID9693) => Min Interval: 5, Max Interval: 29
Publication(ID9695) => Min Interval: 4, Max Interval: 49
Publication(ID9699) => Min Interval: 0, Max Interval: 34
Publication(ID9700) => Min Interval: 5, Max Interval: 38
Publication(ID9701) => Min Interval: 10, Max Interval: 35
Publication(ID9702) => Min Interval: 1, Max Interval: 49
Publication(ID9705) => Min Interval: 7, Max Interval: 50
Publication(ID9706) => Min Interval: 0, Max Interval: 44
Publication(ID9709) => Min Interval: 0, Max Interval: 46
Publication(ID9710) => Min Interval: 2, Max Interval: 48
Publication(ID9711) => Min Interval: 1, Max Interval: 46
Publication(ID9714) => Min Interval: 6, Max Interval: 50
Publication(ID9715) => Min Interval: 8, Max Interval: 50
Publication(ID9718) => Min Interval: 1, Max Interval: 47
Publication(ID9720) => Min Interval: 10, Max Interval: 50
Publication(ID9722) => Min Interval: 0, Max Interval: 46
Publication(ID9723) => Min Interval: 0, Max Interval: 43
Publication(ID9726) => Min Interval: 6, Max Interval: 46
Publication(ID9727) => Min Interval: 2, Max Interval: 43
Publication(ID9728) => Min Interval: 1, Max Interval: 49
Publication(ID9729) => Min Interval: 0, Max Interval: 50
Publication(ID9730) => Min Interval: 1, Max Interval: 48
Publication(ID9732) => Min Interval: 0, Max Interval: 43
Publication(ID9733) => Min Interval: 1, Max Interval: 34
Publication(ID9737) => Min Interval: 3, Max Interval: 50
Publication(ID9743) => Min Interval: 7, Max Interval: 49
Publication(ID9744) => Min Interval: 1, Max Interval: 49
Publication(ID9746) => Min Interval: 6, Max Interval: 50
Publication(ID9747) => Min Interval: 11, Max Interval: 47
Publication(ID9749) => Min Interval: 11, Max Interval: 49
Publication(ID9750) => Min Interval: 5, Max Interval: 45
Publication(ID9752) => Min Interval: 2, Max Interval: 48
Publication(ID9753) => Min Interval: 13, Max Interval: 48
Publication(ID9755) => Min Interval: 5, Max Interval: 37
Publication(ID9756) => Min Interval: 4, Max Interval: 48
Publication(ID9759) => Min Interval: 0, Max Interval: 40
Publication(ID9760) => Min Interval: 11, Max Interval: 44
Publication(ID9761) => Min Interval: 8, Max Interval: 48
Publication(ID9762) => Min Interval: 9, Max Interval: 48
Publication(ID9764) => Min Interval: 9, Max Interval: 41
Publication(ID9766) => Min Interval: 5, Max Interval: 47
Publication(ID9767) => Min Interval: 2, Max Interval: 50
Publication(ID9768) => Min Interval: 10, Max Interval: 33
Publication(ID9769) => Min Interval: 4, Max Interval: 46
Publication(ID9770) => Min Interval: 14, Max Interval: 44
Publication(ID9771) => Min Interval: 1, Max Interval: 45
Publication(ID9773) => Min Interval: 2, Max Interval: 47
Publication(ID9774) => Min Interval: 0, Max Interval: 49
Publication(ID9776) => Min Interval: 0, Max Interval: 50
Publication(ID9778) => Min Interval: 6, Max Interval: 44
Publication(ID9779) => Min Interval: 0, Max Interval: 49
Publication(ID9780) => Min Interval: 0, Max Interval: 48
Publication(ID9785) => Min Interval: 4, Max Interval: 49
Publication(ID9786) => Min Interval: 1, Max Interval: 50
Publication(ID9787) => Min Interval: 1, Max Interval: 41
Publication(ID9788) => Min Interval: 1, Max Interval: 45
Publication(ID9789) => Min Interval: 4, Max Interval: 48
Publication(ID9795) => Min Interval: 0, Max Interval: 50
Publication(ID9797) => Min Interval: 4, Max Interval: 44
Publication(ID9802) => Min Interval: 12, Max Interval: 46
Publication(ID9803) => Min Interval: 2, Max Interval: 50
Publication(ID9805) => Min Interval: 2, Max Interval: 49
Publication(ID9806) => Min Interval: 6, Max Interval: 47
Publication(ID9809) => Min Interval: 1, Max Interval: 42
Publication(ID9810) => Min Interval: 1, Max Interval: 42
Publication(ID9813) => Min Interval: 0, Max Interval: 44
Publication(ID9816) => Min Interval: 8, Max Interval: 43
Publication(ID9817) => Min Interval: 10, Max Interval: 47
Publication(ID9820) => Min Interval: 3, Max Interval: 49
Publication(ID9821) => Min Interval: 3, Max Interval: 46
Publication(ID9823) => Min Interval: 3, Max Interval: 39
Publication(ID9824) => Min Interval: 11, Max Interval: 49
Publication(ID9826) => Min Interval: 1, Max Interval: 38
Publication(ID9827) => Min Interval: 1, Max Interval: 41
Publication(ID9830) => Min Interval: 0, Max Interval: 49
Publication(ID9834) => Min Interval: 6, Max Interval: 43
Publication(ID9836) => Min Interval: 11, Max Interval: 50
Publication(ID9838) => Min Interval: 2, Max Interval: 47
Publication(ID9842) => Min Interval: 10, Max Interval: 47
Publication(ID9843) => Min Interval: 0, Max Interval: 41
Publication(ID9845) => Min Interval: 8, Max Interval: 49
Publication(ID9846) => Min Interval: 0, Max Interval: 45
Publication(ID9848) => Min Interval: 9, Max Interval: 49
Publication(ID9851) => Min Interval: 1, Max Interval: 37
Publication(ID9857) => Min Interval: 13, Max Interval: 50
Publication(ID9858) => Min Interval: 2, Max Interval: 35
Publication(ID9860) => Min Interval: 12, Max Interval: 44
Publication(ID9861) => Min Interval: 0, Max Interval: 50
Publication(ID9867) => Min Interval: 1, Max Interval: 49
Publication(ID9868) => Min Interval: 7, Max Interval: 42
Publication(ID9872) => Min Interval: 10, Max Interval: 41
Publication(ID9873) => Min Interval: 0, Max Interval: 50
Publication(ID9874) => Min Interval: 0, Max Interval: 47
Publication(ID9875) => Min Interval: 5, Max Interval: 48
Publication(ID9876) => Min Interval: 1, Max Interval: 49
Publication(ID9877) => Min Interval: 11, Max Interval: 47
Publication(ID9878) => Min Interval: 7, Max Interval: 50
Publication(ID9879) => Min Interval: 5, Max Interval: 35
Publication(ID9882) => Min Interval: 3, Max Interval: 45
Publication(ID9883) => Min Interval: 2, Max Interval: 45
Publication(ID9884) => Min Interval: 7, Max Interval: 44
Publication(ID9885) => Min Interval: 3, Max Interval: 50
Publication(ID9887) => Min Interval: 2, Max Interval: 41
Publication(ID9888) => Min Interval: 0, Max Interval: 44
Publication(ID9889) => Min Interval: 15, Max Interval: 40
Publication(ID9890) => Min Interval: 3, Max Interval: 50
Publication(ID9892) => Min Interval: 0, Max Interval: 33
Publication(ID9893) => Min Interval: 4, Max Interval: 46
Publication(ID9895) => Min Interval: 2, Max Interval: 48
Publication(ID9896) => Min Interval: 2, Max Interval: 41
Publication(ID9897) => Min Interval: 0, Max Interval: 50
Publication(ID9898) => Min Interval: 2, Max Interval: 44
Publication(ID9899) => Min Interval: 13, Max Interval: 49
Publication(ID9901) => Min Interval: 0, Max Interval: 46
Publication(ID9902) => Min Interval: 0, Max Interval: 48
Publication(ID9904) => Min Interval: 6, Max Interval: 43
Publication(ID9905) => Min Interval: 4, Max Interval: 46
Publication(ID9907) => Min Interval: 6, Max Interval: 50
Publication(ID9908) => Min Interval: 4, Max Interval: 45
Publication(ID9909) => Min Interval: 2, Max Interval: 32
Publication(ID9910) => Min Interval: 3, Max Interval: 47
Publication(ID9911) => Min Interval: 0, Max Interval: 48
Publication(ID9912) => Min Interval: 9, Max Interval: 49
Publication(ID9914) => Min Interval: 1, Max Interval: 49
Publication(ID9915) => Min Interval: 14, Max Interval: 50
Publication(ID9919) => Min Interval: 7, Max Interval: 48
Publication(ID9920) => Min Interval: 0, Max Interval: 45
Publication(ID9921) => Min Interval: 11, Max Interval: 50
Publication(ID9922) => Min Interval: 8, Max Interval: 48
