Stored fact information:
Lecturer(ID0) => Min Interval: 30, Max Interval: 35
Lecturer(ID9036) => Min Interval: 22, Max Interval: 24
Lecturer(ID9042) => Min Interval: 17, Max Interval: 41
Lecturer(ID9044) => Min Interval: 12, Max Interval: 37
Lecturer(ID9046) => Min Interval: 11, Max Interval: 32
Lecturer(ID9049) => Min Interval: 1, Max Interval: 41
Lecturer(ID9050) => Min Interval: 11, Max Interval: 36
Lecturer(ID9051) => Min Interval: 17, Max Interval: 30
Lecturer(ID9053) => Min Interval: 8, Max Interval: 45
Lecturer(ID9056) => Min Interval: 3, Max Interval: 47
Lecturer(ID9059) => Min Interval: 4, Max Interval: 45
Lecturer(ID9061) => Min Interval: 26, Max Interval: 43
Lecturer(ID9064) => Min Interval: 16, Max Interval: 45
Lecturer(ID9065) => Min Interval: 15, Max Interval: 49
Lecturer(ID9066) => Min Interval: 23, Max Interval: 42
Lecturer(ID9069) => Min Interval: 8, Max Interval: 27
Lecturer(ID9070) => Min Interval: 3, Max Interval: 37
Lecturer(ID9072) => Min Interval: 10, Max Interval: 45
Lecturer(ID9074) => Min Interval: 16, Max Interval: 34
Lecturer(ID9075) => Min Interval: 15, Max Interval: 36
Lecturer(ID9076) => Min Interval: 27, Max Interval: 43
Lecturer(ID9079) => Min Interval: 25, Max Interval: 39
Lecturer(ID9082) => Min Interval: 15, Max Interval: 42
Lecturer(ID9083) => Min Interval: 22, Max Interval: 39
Lecturer(ID9086) => Min Interval: 5, Max Interval: 47
Lecturer(ID9087) => Min Interval: 28, Max Interval: 45
Lecturer(ID9089) => Min Interval: 1, Max Interval: 48
Lecturer(ID9090) => Min Interval: 29, Max Interval: 35
Lecturer(ID9092) => Min Interval: 9, Max Interval: 30
Lecturer(ID9093) => Min Interval: 35, Max Interval: 42
Lecturer(ID9095) => Min Interval: 29, Max Interval: 33
Lecturer(ID9097) => Min Interval: 16, Max Interval: 31
Lecturer(ID9098) => Min Interval: 9, Max Interval: 45
Lecturer(ID9099) => Min Interval: 9, Max Interval: 44
Lecturer(ID9103) => Min Interval: 37, Max Interval: 42
Lecturer(ID9105) => Min Interval: 4, Max Interval: 38
Lecturer(ID9110) => Min Interval: 19, Max Interval: 21
Lecturer(ID9111) => Min Interval: 8, Max Interval: 19
Lecturer(ID9116) => Min Interval: 6, Max Interval: 46
Lecturer(ID9120) => Min Interval: 9, Max Interval: 36
Lecturer(ID9121) => Min Interval: 5, Max Interval: 33
Lecturer(ID9122) => Min Interval: 15, Max Interval: 44
Lecturer(ID9124) => Min Interval: 7, Max Interval: 49
Lecturer(ID9131) => Min Interval: 8, Max Interval: 44
Lecturer(ID9134) => Min Interval: 18, Max Interval: 30
Lecturer(ID9138) => Min Interval: 12, Max Interval: 33
Lecturer(ID9139) => Min Interval: 36, Max Interval: 44
Lecturer(ID9141) => Min Interval: 39, Max Interval: 43
Lecturer(ID9144) => Min Interval: 13, Max Interval: 22
Lecturer(ID9146) => Min Interval: 12, Max Interval: 27
Lecturer(ID9148) => Min Interval: 21, Max Interval: 41
Lecturer(ID9149) => Min Interval: 17, Max Interval: 49
Lecturer(ID9152) => Min Interval: 10, Max Interval: 40
Lecturer(ID9153) => Min Interval: 15, Max Interval: 50
Lecturer(ID9155) => Min Interval: 9, Max Interval: 44
Lecturer(ID9156) => Min Interval: 12, Max Interval: 23
Lecturer(ID9160) => Min Interval: 1, Max Interval: 43
Lecturer(ID9161) => Min Interval: 9, Max Interval: 38
Lecturer(ID9163) => Min Interval: 1, Max Interval: 46
Lecturer(ID9164) => Min Interval: 8, Max Interval: 39
Lecturer(ID9166) => Min Interval: 30, Max Interval: 37
Lecturer(ID9168) => Min Interval: 14, Max Interval: 19
Lecturer(ID9174) => Min Interval: 9, Max Interval: 45
Lecturer(ID9179) => Min Interval: 4, Max Interval: 43
Lecturer(ID9180) => Min Interval: 6, Max Interval: 45
Lecturer(ID9183) => Min Interval: 8, Max Interval: 45
Lecturer(ID9185) => Min Interval: 5, Max Interval: 46
Lecturer(ID9186) => Min Interval: 11, Max Interval: 42
Lecturer(ID9190) => Min Interval: 17, Max Interval: 44
Lecturer(ID9191) => Min Interval: 27, Max Interval: 47
Lecturer(ID9194) => Min Interval: 15, Max Interval: 36
Lecturer(ID9195) => Min Interval: 21, Max Interval: 42
Lecturer(ID9198) => Min Interval: 8, Max Interval: 43
Lecturer(ID9200) => Min Interval: 16, Max Interval: 39
Lecturer(ID9202) => Min Interval: 3, Max Interval: 48
Lecturer(ID9204) => Min Interval: 13, Max Interval: 26
Lecturer(ID9205) => Min Interval: 33, Max Interval: 40
Lecturer(ID9207) => Min Interval: 5, Max Interval: 48
Lecturer(ID9208) => Min Interval: 19, Max Interval: 45
Lecturer(ID9211) => Min Interval: 5, Max Interval: 44
Lecturer(ID9214) => Min Interval: 32, Max Interval: 42
Lecturer(ID9219) => Min Interval: 15, Max Interval: 42
Lecturer(ID9221) => Min Interval: 8, Max Interval: 26
Lecturer(ID9223) => Min Interval: 21, Max Interval: 40
Lecturer(ID9226) => Min Interval: 7, Max Interval: 44
Lecturer(ID9227) => Min Interval: 9, Max Interval: 34
Lecturer(ID9230) => Min Interval: 10, Max Interval: 44
Lecturer(ID9231) => Min Interval: 3, Max Interval: 47
Lecturer(ID9232) => Min Interval: 11, Max Interval: 27
Lecturer(ID9235) => Min Interval: 4, Max Interval: 46
Lecturer(ID9238) => Min Interval: 18, Max Interval: 43
Lecturer(ID9239) => Min Interval: 17, Max Interval: 38
Lecturer(ID9240) => Min Interval: 21, Max Interval: 30
Lecturer(ID9241) => Min Interval: 22, Max Interval: 39
Lecturer(ID9243) => Min Interval: 5, Max Interval: 48
Lecturer(ID9244) => Min Interval: 23, Max Interval: 45
Lecturer(ID9245) => Min Interval: 2, Max Interval: 47
Lecturer(ID9247) => Min Interval: 13, Max Interval: 40
Lecturer(ID9253) => Min Interval: 24, Max Interval: 38
Lecturer(ID9254) => Min Interval: 13, Max Interval: 39
Lecturer(ID9258) => Min Interval: 40, Max Interval: 44
Lecturer(ID9259) => Min Interval: 17, Max Interval: 27
Lecturer(ID9260) => Min Interval: 0, Max Interval: 45
Lecturer(ID9262) => Min Interval: 18, Max Interval: 49
Lecturer(ID9265) => Min Interval: 26, Max Interval: 43
Lecturer(ID9268) => Min Interval: 17, Max Interval: 19
Lecturer(ID9270) => Min Interval: 9, Max Interval: 37
Lecturer(ID9271) => Min Interval: 37, Max Interval: 45
Lecturer(ID9274) => Min Interval: 6, Max Interval: 43
Lecturer(ID9278) => Min Interval: 16, Max Interval: 34
Lecturer(ID9282) => Min Interval: 13, Max Interval: 29
Lecturer(ID9285) => Min Interval: 8, Max Interval: 31
Lecturer(ID9287) => Min Interval: 24, Max Interval: 38
Lecturer(ID9288) => Min Interval: 12, Max Interval: 43
Lecturer(ID9291) => Min Interval: 2, Max Interval: 45
Lecturer(ID9295) => Min Interval: 22, Max Interval: 40
Lecturer(ID9296) => Min Interval: 35, Max Interval: 39
Lecturer(ID9297) => Min Interval: 21, Max Interval: 31
Lecturer(ID9298) => Min Interval: 22, Max Interval: 42
Lecturer(ID9301) => Min Interval: 3, Max Interval: 45
Lecturer(ID9303) => Min Interval: 1, Max Interval: 48
Lecturer(ID9307) => Min Interval: 14, Max Interval: 45
Lecturer(ID9310) => Min Interval: 11, Max Interval: 43
Lecturer(ID9312) => Min Interval: 3, Max Interval: 44
Lecturer(ID9313) => Min Interval: 8, Max Interval: 44
Lecturer(ID9314) => Min Interval: 9, Max Interval: 13
Lecturer(ID9316) => Min Interval: 9, Max Interval: 10
Lecturer(ID9317) => Min Interval: 14, Max Interval: 43
Lecturer(ID9320) => Min Interval: 30, Max Interval: 45
Lecturer(ID9322) => Min Interval: 18, Max Interval: 41
Lecturer(ID9324) => Min Interval: 6, Max Interval: 44
Lecturer(ID9325) => Min Interval: 18, Max Interval: 47
Lecturer(ID9326) => Min Interval: 2, Max Interval: 49
Lecturer(ID9328) => Min Interval: 22, Max Interval: 41
Lecturer(ID9329) => Min Interval: 18, Max Interval: 44
Lecturer(ID9332) => Min Interval: 10, Max Interval: 37
Lecturer(ID9333) => Min Interval: 12, Max Interval: 30
Lecturer(ID9334) => Min Interval: 20, Max Interval: 45
Lecturer(ID9337) => Min Interval: 22, Max Interval: 31
Lecturer(ID9338) => Min Interval: 17, Max Interval: 44
Lecturer(ID9339) => Min Interval: 17, Max Interval: 23
Lecturer(ID9341) => Min Interval: 30, Max Interval: 32
Lecturer(ID9342) => Min Interval: 23, Max Interval: 41
Lecturer(ID9345) => Min Interval: 37, Max Interval: 42
Lecturer(ID9347) => Min Interval: 3, Max Interval: 45
Lecturer(ID9348) => Min Interval: 17, Max Interval: 29
Lecturer(ID9350) => Min Interval: 25, Max Interval: 37
Lecturer(ID9352) => Min Interval: 10, Max Interval: 41
Lecturer(ID9353) => Min Interval: 36, Max Interval: 41
Lecturer(ID9354) => Min Interval: 6, Max Interval: 44
Lecturer(ID9357) => Min Interval: 16, Max Interval: 32
Lecturer(ID9358) => Min Interval: 27, Max Interval: 29
Lecturer(ID9359) => Min Interval: 4, Max Interval: 44
Lecturer(ID9365) => Min Interval: 21, Max Interval: 31
Lecturer(ID9367) => Min Interval: 24, Max Interval: 32
Lecturer(ID9368) => Min Interval: 11, Max Interval: 18
Lecturer(ID9370) => Min Interval: 6, Max Interval: 40
Lecturer(ID9372) => Min Interval: 17, Max Interval: 36
Lecturer(ID9374) => Min Interval: 9, Max Interval: 35
Lecturer(ID9375) => Min Interval: 3, Max Interval: 35
Lecturer(ID9378) => Min Interval: 11, Max Interval: 28
Lecturer(ID9379) => Min Interval: 12, Max Interval: 22
Lecturer(ID9380) => Min Interval: 7, Max Interval: 38
Lecturer(ID9382) => Min Interval: 25, Max Interval: 44
Lecturer(ID9384) => Min Interval: 12, Max Interval: 37
Lecturer(ID9385) => Min Interval: 25, Max Interval: 35
Lecturer(ID9386) => Min Interval: 22, Max Interval: 33
Lecturer(ID9387) => Min Interval: 22, Max Interval: 43
Lecturer(ID9389) => Min Interval: 30, Max Interval: 41
Lecturer(ID9390) => Min Interval: 22, Max Interval: 42
Lecturer(ID9393) => Min Interval: 9, Max Interval: 11
Lecturer(ID9394) => Min Interval: 21, Max Interval: 45
Lecturer(ID9395) => Min Interval: 10, Max Interval: 31
Lecturer(ID9399) => Min Interval: 25, Max Interval: 46
Lecturer(ID9401) => Min Interval: 9, Max Interval: 30
Lecturer(ID9404) => Min Interval: 12, Max Interval: 38
Lecturer(ID9408) => Min Interval: 29, Max Interval: 36
Lecturer(ID9410) => Min Interval: 10, Max Interval: 32
Lecturer(ID9411) => Min Interval: 9, Max Interval: 30
Lecturer(ID9412) => Min Interval: 35, Max Interval: 43
Lecturer(ID9416) => Min Interval: 14, Max Interval: 39
Lecturer(ID9419) => Min Interval: 12, Max Interval: 26
Lecturer(ID9420) => Min Interval: 16, Max Interval: 34
Lecturer(ID9421) => Min Interval: 12, Max Interval: 34
Lecturer(ID9422) => Min Interval: 43, Max Interval: 49
Lecturer(ID9423) => Min Interval: 1, Max Interval: 44
Lecturer(ID9427) => Min Interval: 10, Max Interval: 27
Lecturer(ID9428) => Min Interval: 8, Max Interval: 44
Lecturer(ID9430) => Min Interval: 17, Max Interval: 32
Lecturer(ID9437) => Min Interval: 13, Max Interval: 22
Lecturer(ID9438) => Min Interval: 28, Max Interval: 41
Lecturer(ID9439) => Min Interval: 3, Max Interval: 26
Lecturer(ID9441) => Min Interval: 40, Max Interval: 44
Lecturer(ID9446) => Min Interval: 15, Max Interval: 33
Lecturer(ID9450) => Min Interval: 8, Max Interval: 42
Lecturer(ID9457) => Min Interval: 12, Max Interval: 27
Lecturer(ID9458) => Min Interval: 5, Max Interval: 46
Lecturer(ID9463) => Min Interval: 23, Max Interval: 44
Lecturer(ID9464) => Min Interval: 12, Max Interval: 22
Lecturer(ID9466) => Min Interval: 13, Max Interval: 40
Lecturer(ID9469) => Min Interval: 43, Max Interval: 44
Lecturer(ID9471) => Min Interval: 23, Max Interval: 34
Lecturer(ID9474) => Min Interval: 10, Max Interval: 40
Lecturer(ID9478) => Min Interval: 23, Max Interval: 28
Lecturer(ID9483) => Min Interval: 17, Max Interval: 42
Lecturer(ID9484) => Min Interval: 10, Max Interval: 39
Lecturer(ID9486) => Min Interval: 13, Max Interval: 43
Lecturer(ID9487) => Min Interval: 6, Max Interval: 41
Lecturer(ID9489) => Min Interval: 30, Max Interval: 42
Lecturer(ID9492) => Min Interval: 26, Max Interval: 34
Lecturer(ID9494) => Min Interval: 16, Max Interval: 49
Lecturer(ID9495) => Min Interval: 19, Max Interval: 42
Lecturer(ID9499) => Min Interval: 15, Max Interval: 43
Lecturer(ID9502) => Min Interval: 1, Max Interval: 48
Lecturer(ID9503) => Min Interval: 20, Max Interval: 45
Lecturer(ID9507) => Min Interval: 11, Max Interval: 45
Lecturer(ID9509) => Min Interval: 6, Max Interval: 46
Lecturer(ID9513) => Min Interval: 9, Max Interval: 35
Lecturer(ID9514) => Min Interval: 19, Max Interval: 44
Lecturer(ID9516) => Min Interval: 8, Max Interval: 44
Lecturer(ID9518) => Min Interval: 36, Max Interval: 45
Lecturer(ID9520) => Min Interval: 18, Max Interval: 40
Lecturer(ID9521) => Min Interval: 42, Max Interval: 43
Lecturer(ID9523) => Min Interval: 32, Max Interval: 44
Lecturer(ID9526) => Min Interval: 21, Max Interval: 45
Lecturer(ID9527) => Min Interval: 5, Max Interval: 46
Lecturer(ID9528) => Min Interval: 8, Max Interval: 16
Lecturer(ID9530) => Min Interval: 16, Max Interval: 19
Lecturer(ID9539) => Min Interval: 37, Max Interval: 37
Lecturer(ID9542) => Min Interval: 15, Max Interval: 41
Lecturer(ID9549) => Min Interval: 15, Max Interval: 30
Lecturer(ID9552) => Min Interval: 13, Max Interval: 31
Lecturer(ID9560) => Min Interval: 0, Max Interval: 26
Lecturer(ID9561) => Min Interval: 11, Max Interval: 35
Lecturer(ID9562) => Min Interval: 7, Max Interval: 47
Lecturer(ID9563) => Min Interval: 21, Max Interval: 42
Lecturer(ID9565) => Min Interval: 18, Max Interval: 32
Lecturer(ID9577) => Min Interval: 23, Max Interval: 31
Lecturer(ID9578) => Min Interval: 12, Max Interval: 26
Lecturer(ID9579) => Min Interval: 11, Max Interval: 36
Lecturer(ID9580) => Min Interval: 16, Max Interval: 44
Lecturer(ID9581) => Min Interval: 19, Max Interval: 30
Lecturer(ID9582) => Min Interval: 16, Max Interval: 30
Lecturer(ID9586) => Min Interval: 22, Max Interval: 39
Lecturer(ID9587) => Min Interval: 10, Max Interval: 30
Lecturer(ID9589) => Min Interval: 11, Max Interval: 19
Lecturer(ID9594) => Min Interval: 10, Max Interval: 37
Lecturer(ID9598) => Min Interval: 23, Max Interval: 31
Lecturer(ID9601) => Min Interval: 37, Max Interval: 41
Lecturer(ID9604) => Min Interval: 31, Max Interval: 36
Lecturer(ID9607) => Min Interval: 3, Max Interval: 41
Lecturer(ID9610) => Min Interval: 8, Max Interval: 43
Lecturer(ID9614) => Min Interval: 10, Max Interval: 42
Lecturer(ID9619) => Min Interval: 14, Max Interval: 28
Lecturer(ID9623) => Min Interval: 17, Max Interval: 43
Lecturer(ID9625) => Min Interval: 0, Max Interval: 36
Lecturer(ID9626) => Min Interval: 14, Max Interval: 35
Lecturer(ID9630) => Min Interval: 8, Max Interval: 45
Lecturer(ID9633) => Min Interval: 11, Max Interval: 39
Lecturer(ID9635) => Min Interval: 16, Max Interval: 42
Lecturer(ID9636) => Min Interval: 41, Max Interval: 45
Lecturer(ID9637) => Min Interval: 26, Max Interval: 36
Lecturer(ID9638) => Min Interval: 9, Max Interval: 38
Lecturer(ID9639) => Min Interval: 8, Max Interval: 27
Lecturer(ID9640) => Min Interval: 31, Max Interval: 41
Lecturer(ID9641) => Min Interval: 8, Max Interval: 24
Lecturer(ID9642) => Min Interval: 14, Max Interval: 23
Lecturer(ID9643) => Min Interval: 22, Max Interval: 28
Lecturer(ID9644) => Min Interval: 23, Max Interval: 44
Lecturer(ID9648) => Min Interval: 9, Max Interval: 43
Lecturer(ID9650) => Min Interval: 14, Max Interval: 34
Lecturer(ID9651) => Min Interval: 20, Max Interval: 34
Lecturer(ID9652) => Min Interval: 39, Max Interval: 44
Lecturer(ID9659) => Min Interval: 12, Max Interval: 29
Lecturer(ID9669) => Min Interval: 15, Max Interval: 46
Lecturer(ID9674) => Min Interval: 4, Max Interval: 42
Lecturer(ID9675) => Min Interval: 26, Max Interval: 31
Lecturer(ID9676) => Min Interval: 8, Max Interval: 39
Lecturer(ID9677) => Min Interval: 12, Max Interval: 15
Lecturer(ID9682) => Min Interval: 18, Max Interval: 43
Lecturer(ID9687) => Min Interval: 34, Max Interval: 39
Lecturer(ID9688) => Min Interval: 18, Max Interval: 44
Lecturer(ID9694) => Min Interval: 23, Max Interval: 43
Lecturer(ID9696) => Min Interval: 19, Max Interval: 45
Lecturer(ID9697) => Min Interval: 23, Max Interval: 44
Lecturer(ID9698) => Min Interval: 33, Max Interval: 38
Lecturer(ID9703) => Min Interval: 30, Max Interval: 35
Lecturer(ID9704) => Min Interval: 10, Max Interval: 25
Lecturer(ID9712) => Min Interval: 21, Max Interval: 43
Lecturer(ID9713) => Min Interval: 8, Max Interval: 28
Lecturer(ID9719) => Min Interval: 9, Max Interval: 18
Lecturer(ID9721) => Min Interval: 3, Max Interval: 36
Lecturer(ID9724) => Min Interval: 16, Max Interval: 37
Lecturer(ID9731) => Min Interval: 11, Max Interval: 43
Lecturer(ID9734) => Min Interval: 22, Max Interval: 25
Lecturer(ID9735) => Min Interval: 9, Max Interval: 44
Lecturer(ID9738) => Min Interval: 15, Max Interval: 38
Lecturer(ID9739) => Min Interval: 18, Max Interval: 47
Lecturer(ID9740) => Min Interval: 18, Max Interval: 41
Lecturer(ID9751) => Min Interval: 21, Max Interval: 45
Lecturer(ID9758) => Min Interval: 8, Max Interval: 43
Lecturer(ID9763) => Min Interval: 11, Max Interval: 36
Lecturer(ID9765) => Min Interval: 26, Max Interval: 29
Lecturer(ID9772) => Min Interval: 34, Max Interval: 45
Lecturer(ID9775) => Min Interval: 9, Max Interval: 45
Lecturer(ID9777) => Min Interval: 13, Max Interval: 33
Lecturer(ID9781) => Min Interval: 28, Max Interval: 40
Lecturer(ID9782) => Min Interval: 16, Max Interval: 18
Lecturer(ID9784) => Min Interval: 11, Max Interval: 28
Lecturer(ID9790) => Min Interval: 21, Max Interval: 27
Lecturer(ID9791) => Min Interval: 11, Max Interval: 34
Lecturer(ID9792) => Min Interval: 16, Max Interval: 29
Lecturer(ID9794) => Min Interval: 12, Max Interval: 14
Lecturer(ID9798) => Min Interval: 20, Max Interval: 35
Lecturer(ID9799) => Min Interval: 14, Max Interval: 26
Lecturer(ID9801) => Min Interval: 4, Max Interval: 39
Lecturer(ID9804) => Min Interval: 29, Max Interval: 43
Lecturer(ID9808) => Min Interval: 12, Max Interval: 27
Lecturer(ID9814) => Min Interval: 2, Max Interval: 41
Lecturer(ID9818) => Min Interval: 10, Max Interval: 22
Lecturer(ID9825) => Min Interval: 29, Max Interval: 35
Lecturer(ID9828) => Min Interval: 13, Max Interval: 46
Lecturer(ID9829) => Min Interval: 16, Max Interval: 46
Lecturer(ID9831) => Min Interval: 19, Max Interval: 28
Lecturer(ID9832) => Min Interval: 17, Max Interval: 44
Lecturer(ID9833) => Min Interval: 24, Max Interval: 45
Lecturer(ID9837) => Min Interval: 17, Max Interval: 32
Lecturer(ID9839) => Min Interval: 9, Max Interval: 38
Lecturer(ID9841) => Min Interval: 28, Max Interval: 28
Lecturer(ID9847) => Min Interval: 11, Max Interval: 34
Lecturer(ID9849) => Min Interval: 26, Max Interval: 38
Lecturer(ID9850) => Min Interval: 14, Max Interval: 43
Lecturer(ID9864) => Min Interval: 23, Max Interval: 45
Lecturer(ID9865) => Min Interval: 10, Max Interval: 37
Lecturer(ID9866) => Min Interval: 14, Max Interval: 38
Lecturer(ID9881) => Min Interval: 16, Max Interval: 40
Lecturer(ID9891) => Min Interval: 34, Max Interval: 34
Lecturer(ID9894) => Min Interval: 10, Max Interval: 43
Lecturer(ID9900) => Min Interval: 8, Max Interval: 38
Lecturer(ID9913) => Min Interval: 9, Max Interval: 38
Lecturer(ID9942) => Min Interval: 17, Max Interval: 29
Lecturer(ID9951) => Min Interval: 7, Max Interval: 46
Lecturer(ID9952) => Min Interval: 18, Max Interval: 34
Lecturer(ID9954) => Min Interval: 4, Max Interval: 45
Lecturer(ID9955) => Min Interval: 9, Max Interval: 48
Lecturer(ID9959) => Min Interval: 11, Max Interval: 32
Lecturer(ID9960) => Min Interval: 21, Max Interval: 33
Lecturer(ID9963) => Min Interval: 26, Max Interval: 34
Lecturer(ID9965) => Min Interval: 3, Max Interval: 46
Lecturer(ID9966) => Min Interval: 30, Max Interval: 37
Lecturer(ID9968) => Min Interval: 17, Max Interval: 47
Lecturer(ID9969) => Min Interval: 35, Max Interval: 45
Lecturer(ID9972) => Min Interval: 42, Max Interval: 45
Lecturer(ID9975) => Min Interval: 10, Max Interval: 38
Lecturer(ID9976) => Min Interval: 9, Max Interval: 45
Lecturer(ID9978) => Min Interval: 12, Max Interval: 40
Lecturer(ID9981) => Min Interval: 7, Max Interval: 47
Lecturer(ID9982) => Min Interval: 15, Max Interval: 19
Lecturer(ID9988) => Min Interval: 7, Max Interval: 48
